cve,epss,percentile,percentile_subset,timestamp,date,cve.id,cvss_baseScore,cve.lastModified
CVE-2025-9815,0.000780000,0.234050000,0.8264692272096251,2025-11-27,2025-11-27,CVE-2025-9815,7.8,2025-09-04T16:13:28.567
CVE-2025-9814,0.000370000,0.105950000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9814,9.8,2025-09-03T15:46:35.893
CVE-2025-9813,0.001090000,0.297880000,0.8764460897732531,2025-11-27,2025-11-27,CVE-2025-9813,8.8,2025-09-04T17:48:17.693
CVE-2025-9812,0.001090000,0.297880000,0.8764460897732531,2025-11-27,2025-11-27,CVE-2025-9812,8.8,2025-09-04T17:01:04.197
CVE-2025-9811,0.000370000,0.105950000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9811,9.8,2025-09-03T15:46:46.483
CVE-2025-9810,0.000160000,0.025510000,0.06640444238778344,2025-11-27,2025-11-27,CVE-2025-9810,6.8,2025-09-02T15:55:25.420
CVE-2025-9809,0.000940000,0.268530000,0.8579361406756132,2025-11-27,2025-11-27,CVE-2025-9809,,2025-09-02T15:55:25.420
CVE-2025-9806,0.000140000,0.019260000,0.049282739472466454,2025-11-27,2025-11-27,CVE-2025-9806,6.4,2025-10-21T13:42:28.893
CVE-2025-9805,0.000670000,0.207190000,0.7961591855622397,2025-11-27,2025-11-27,CVE-2025-9805,7.5,2025-11-14T20:34:38.053
CVE-2025-9802,0.000380000,0.111160000,0.44608977325312354,2025-11-27,2025-11-27,CVE-2025-9802,4.7,2025-09-02T15:55:25.420
CVE-2025-9801,0.001170000,0.311680000,0.8873206848681167,2025-11-27,2025-11-27,CVE-2025-9801,8.1,2025-11-14T20:36:09.667
CVE-2025-9800,0.000550000,0.170380000,0.7235076353540028,2025-11-27,2025-11-27,CVE-2025-9800,6.1,2025-11-14T20:37:54.983
CVE-2025-9799,0.000540000,0.167370000,0.7170291531698287,2025-11-27,2025-11-27,CVE-2025-9799,5.0,2025-09-02T15:55:25.420
CVE-2025-9797,0.000400000,0.119080000,0.526376677464137,2025-11-27,2025-11-27,CVE-2025-9797,2.4,2025-09-02T15:55:25.420
CVE-2025-9796,0.000450000,0.134270000,0.5913928736695974,2025-11-27,2025-11-27,CVE-2025-9796,4.1,2025-09-04T16:54:57.613
CVE-2025-9795,0.000300000,0.079360000,0.28459046737621474,2025-11-27,2025-11-27,CVE-2025-9795,5.4,2025-09-04T16:53:20.223
CVE-2025-9794,0.000550000,0.171260000,0.7235076353540028,2025-11-27,2025-11-27,CVE-2025-9794,9.8,2025-09-03T15:53:51.967
CVE-2025-9793,0.000370000,0.105950000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9793,9.8,2025-09-03T15:54:00.297
CVE-2025-9792,0.000370000,0.105950000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9792,9.8,2025-09-03T15:54:07.633
CVE-2025-9791,0.001120000,0.303290000,0.8796853308653401,2025-11-27,2025-11-27,CVE-2025-9791,9.8,2025-09-04T16:20:55.250
CVE-2025-9790,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9790,9.8,2025-10-23T20:06:00.793
CVE-2025-9789,0.000510000,0.155460000,0.6952799629801018,2025-11-27,2025-11-27,CVE-2025-9789,9.8,2025-11-13T15:27:28.533
CVE-2025-9788,0.000370000,0.105950000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9788,9.8,2025-09-03T15:56:21.750
CVE-2025-9786,0.000370000,0.105950000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9786,9.8,2025-09-03T15:56:35.567
CVE-2025-9783,0.001670000,0.382090000,0.9104581212401666,2025-11-27,2025-11-27,CVE-2025-9783,8.8,2025-09-04T16:52:53.580
CVE-2025-9782,0.001670000,0.382090000,0.9104581212401666,2025-11-27,2025-11-27,CVE-2025-9782,8.8,2025-09-04T16:42:23.857
CVE-2025-9781,0.001670000,0.382090000,0.9104581212401666,2025-11-27,2025-11-27,CVE-2025-9781,8.8,2025-09-04T16:42:38.633
CVE-2025-9780,0.001670000,0.382090000,0.9104581212401666,2025-11-27,2025-11-27,CVE-2025-9780,8.8,2025-09-04T16:42:51.847
CVE-2025-9779,0.001670000,0.382090000,0.9104581212401666,2025-11-27,2025-11-27,CVE-2025-9779,8.8,2025-09-04T16:42:59.583
CVE-2025-9778,0.000140000,0.018910000,0.049282739472466454,2025-11-27,2025-11-27,CVE-2025-9778,7.0,2025-09-04T16:19:21.700
CVE-2025-9775,0.000620000,0.192840000,0.7697825080981028,2025-11-27,2025-11-27,CVE-2025-9775,9.8,2025-09-04T16:00:55.390
CVE-2025-9774,0.000340000,0.090890000,0.3128181397501157,2025-11-27,2025-11-27,CVE-2025-9774,4.3,2025-09-04T16:16:03.660
CVE-2025-9773,0.000470000,0.142650000,0.6341971309578899,2025-11-27,2025-11-27,CVE-2025-9773,6.1,2025-09-04T16:16:38.873
CVE-2025-9772,0.000620000,0.192840000,0.7697825080981028,2025-11-27,2025-11-27,CVE-2025-9772,9.8,2025-09-04T16:17:45.597
CVE-2025-9771,0.000370000,0.105950000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9771,9.8,2025-09-03T16:05:59.463
CVE-2025-9770,0.000400000,0.117580000,0.526376677464137,2025-11-27,2025-11-27,CVE-2025-9770,9.8,2025-09-04T16:43:11.837
CVE-2025-9769,0.000510000,0.156990000,0.6952799629801018,2025-11-27,2025-11-27,CVE-2025-9769,6.2,2025-09-04T16:43:56.927
CVE-2025-9768,0.000370000,0.107570000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9768,9.8,2025-09-04T16:44:09.123
CVE-2025-9767,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9767,9.8,2025-09-05T17:58:21.963
CVE-2025-9766,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9766,9.8,2025-09-08T13:50:02.277
CVE-2025-9765,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9765,9.8,2025-09-08T13:28:16.387
CVE-2025-9764,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9764,9.8,2025-09-08T13:33:13.147
CVE-2025-9763,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9763,9.8,2025-09-08T13:40:09.430
CVE-2025-9761,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9761,9.8,2025-09-08T13:45:56.043
CVE-2025-9760,0.000640000,0.197050000,0.7832022211938917,2025-11-27,2025-11-27,CVE-2025-9760,8.8,2025-09-27T00:28:31.297
CVE-2025-9759,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9759,9.8,2025-09-08T13:53:29.567
CVE-2025-9758,0.000370000,0.107570000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9758,9.8,2025-09-11T21:16:26.307
CVE-2025-9757,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9757,9.8,2025-09-08T13:54:13.633
CVE-2025-9756,0.000370000,0.107570000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9756,8.8,2025-09-08T14:02:39.200
CVE-2025-9755,0.000470000,0.142650000,0.6341971309578899,2025-11-27,2025-11-27,CVE-2025-9755,6.1,2025-09-05T19:54:52.480
CVE-2025-9754,0.000370000,0.104330000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9754,5.4,2025-09-04T18:46:58.453
CVE-2025-9753,0.000440000,0.130890000,0.581906524757057,2025-11-27,2025-11-27,CVE-2025-9753,4.8,2025-09-04T18:46:50.757
CVE-2025-9752,0.004010000,0.600160000,0.9590467376214715,2025-11-27,2025-11-27,CVE-2025-9752,9.8,2025-09-04T18:47:25.440
CVE-2025-9751,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9751,9.8,2025-09-08T14:06:05.217
CVE-2025-9570,0.000700000,0.216230000,0.8019435446552522,2025-11-27,2025-11-27,CVE-2025-9570,4.9,2025-09-25T14:18:25.953
CVE-2025-9569,0.000590000,0.182330000,0.7531235539102268,2025-11-27,2025-11-27,CVE-2025-9569,6.1,2025-09-25T14:18:03.243
CVE-2025-9568,0.000590000,0.182330000,0.7531235539102268,2025-11-27,2025-11-27,CVE-2025-9568,6.1,2025-09-25T14:18:31.453
CVE-2025-9567,0.000590000,0.182330000,0.7531235539102268,2025-11-27,2025-11-27,CVE-2025-9567,6.1,2025-09-25T14:18:08.317
CVE-2025-9375,0.000840000,0.248980000,0.8391948172142527,2025-11-27,2025-11-27,CVE-2025-9375,,2025-09-08T21:15:34.570
CVE-2025-8662,0.000930000,0.265810000,0.8563165201295696,2025-11-27,2025-11-27,CVE-2025-8662,4.3,2025-09-04T16:56:19.207
CVE-2025-7731,0.000180000,0.034900000,0.11614993058769088,2025-11-27,2025-11-27,CVE-2025-7731,7.5,2025-09-02T15:55:25.420
CVE-2025-7405,0.001860000,0.405700000,0.9178621008792226,2025-11-27,2025-11-27,CVE-2025-7405,7.3,2025-09-02T15:55:25.420
CVE-2025-6507,0.001090000,0.297830000,0.8764460897732531,2025-11-27,2025-11-27,CVE-2025-6507,9.8,2025-09-02T15:55:25.420
CVE-2025-58318,0.000260000,0.061300000,0.22674687644608976,2025-11-27,2025-11-27,CVE-2025-58318,,2025-09-02T15:55:25.420
CVE-2025-58178,0.000480000,0.147410000,0.6459972235076353,2025-11-27,2025-11-27,CVE-2025-58178,7.8,2025-09-02T15:55:25.420
CVE-2025-58162,0.001130000,0.306020000,0.8813049514113837,2025-11-27,2025-11-27,CVE-2025-58162,6.5,2025-09-03T15:48:23.827
CVE-2025-58161,0.001570000,0.370790000,0.906987505784359,2025-11-27,2025-11-27,CVE-2025-58161,4.3,2025-09-03T15:48:43.537
CVE-2025-57808,0.060430000,0.903230000,0.992596020360944,2025-11-27,2025-11-27,CVE-2025-57808,8.1,2025-09-10T19:03:00.280
CVE-2025-57799,0.014420000,0.801450000,0.9849606663581675,2025-11-27,2025-11-27,CVE-2025-57799,,2025-09-02T15:55:25.420
CVE-2025-55007,0.000380000,0.109320000,0.44608977325312354,2025-11-27,2025-11-27,CVE-2025-55007,5.3,2025-09-05T17:57:12.773
CVE-2025-54857,0.008350000,0.738800000,0.9789449329014345,2025-11-27,2025-11-27,CVE-2025-54857,9.8,2025-09-02T15:55:25.420
CVE-2025-44017,0.000410000,0.119890000,0.5386395187413234,2025-11-27,2025-11-27,CVE-2025-44017,4.3,2025-09-02T15:55:25.420
CVE-2025-41690,0.000360000,0.100190000,0.34150856085145764,2025-11-27,2025-11-27,CVE-2025-41690,7.4,2025-09-02T15:55:25.420
CVE-2025-41030,0.000990000,0.282330000,0.8660342434058307,2025-11-27,2025-11-27,CVE-2025-41030,,2025-09-02T15:55:25.420
CVE-2025-36133,0.000170000,0.029730000,0.07959278111985192,2025-11-27,2025-11-27,CVE-2025-36133,5.9,2025-09-02T15:55:25.420
CVE-2025-3586,0.005060000,0.654050000,0.9687644608977325,2025-11-27,2025-11-27,CVE-2025-3586,,2025-09-02T15:55:25.420
CVE-2025-33102,0.000180000,0.037240000,0.11614993058769088,2025-11-27,2025-11-27,CVE-2025-33102,7.5,2025-09-03T16:04:24.403
CVE-2025-33099,0.000280000,0.070230000,0.2774178621008792,2025-11-27,2025-11-27,CVE-2025-33099,5.9,2025-09-03T16:04:38.267
CVE-2025-33084,0.000200000,0.043280000,0.15802869042110135,2025-11-27,2025-11-27,CVE-2025-33084,5.9,2025-09-03T16:04:50.150
CVE-2025-33083,0.000360000,0.103150000,0.34150856085145764,2025-11-27,2025-11-27,CVE-2025-33083,5.4,2025-09-03T16:05:02.183
CVE-2025-33082,0.000360000,0.103150000,0.34150856085145764,2025-11-27,2025-11-27,CVE-2025-33082,5.4,2025-09-03T16:05:38.653
CVE-2025-2412,0.000980000,0.275160000,0.8637204997686256,2025-11-27,2025-11-27,CVE-2025-2412,8.6,2025-09-02T15:55:25.420
CVE-2025-20708,0.003390000,0.560420000,0.9523368810735771,2025-11-27,2025-11-27,CVE-2025-20708,8.1,2025-09-03T16:06:40.560
CVE-2025-20707,0.000060000,0.002760000,0.01064322073114299,2025-11-27,2025-11-27,CVE-2025-20707,6.7,2025-09-03T16:06:46.333
CVE-2025-20706,0.000070000,0.003140000,0.015964831096714482,2025-11-27,2025-11-27,CVE-2025-20706,7.8,2025-09-03T16:06:51.920
CVE-2025-20705,0.000070000,0.003140000,0.015964831096714482,2025-11-27,2025-11-27,CVE-2025-20705,7.8,2025-09-03T16:07:32.640
CVE-2025-20704,0.002490000,0.479900000,0.9405367885238316,2025-11-27,2025-11-27,CVE-2025-20704,8.8,2025-09-03T16:07:22.770
CVE-2025-20703,0.003800000,0.587580000,0.9562702452568256,2025-11-27,2025-11-27,CVE-2025-20703,7.5,2025-09-03T16:07:38.867
CVE-2025-0656,0.000970000,0.274250000,0.8627950023137436,2025-11-27,2025-11-27,CVE-2025-0656,6.1,2025-09-03T16:05:47.800
CVE-2025-0610,0.000260000,0.060180000,0.22674687644608976,2025-11-27,2025-11-27,CVE-2025-0610,8.6,2025-09-02T15:55:25.420
CVE-2024-28988,0.009520000,0.756770000,0.9807959278111985,2025-11-27,2025-11-27,CVE-2024-28988,9.8,2025-11-14T23:32:43.077
CVE-2024-12925,0.000310000,0.080600000,0.28991207774178623,2025-11-27,2025-11-27,CVE-2024-12925,7.3,2025-09-02T15:55:25.420
CVE-2024-12924,0.000420000,0.123830000,0.5476631189264229,2025-11-27,2025-11-27,CVE-2024-12924,6.3,2025-09-02T15:55:25.420
CVE-2024-12914,0.000420000,0.123370000,0.5476631189264229,2025-11-27,2025-11-27,CVE-2024-12914,4.3,2025-09-02T15:55:25.420
CVE-2022-38696,0.000910000,0.261490000,0.8530772790374826,2025-11-27,2025-11-27,CVE-2022-38696,9.8,2025-09-02T15:55:25.420
CVE-2022-38695,0.000200000,0.043150000,0.15802869042110135,2025-11-27,2025-11-27,CVE-2022-38695,7.8,2025-09-02T15:55:25.420
CVE-2022-38694,0.003910000,0.594350000,0.9583526145303101,2025-11-27,2025-11-27,CVE-2022-38694,7.8,2025-09-02T15:55:25.420
CVE-2022-38693,0.000910000,0.261490000,0.8530772790374826,2025-11-27,2025-11-27,CVE-2022-38693,9.8,2025-09-02T15:55:25.420
CVE-2022-38692,0.000700000,0.214250000,0.8019435446552522,2025-11-27,2025-11-27,CVE-2022-38692,9.8,2025-09-02T15:55:25.420
CVE-2022-38691,0.001880000,0.408460000,0.9197130957889866,2025-11-27,2025-11-27,CVE-2022-38691,7.8,2025-09-02T15:55:25.420
CVE-2025-9837,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9837,9.8,2025-09-05T17:40:24.190
CVE-2025-9836,0.000460000,0.138560000,0.6203146691346599,2025-11-27,2025-11-27,CVE-2025-9836,4.3,2025-11-26T16:29:06.563
CVE-2025-9835,0.000480000,0.148060000,0.6459972235076353,2025-11-27,2025-11-27,CVE-2025-9835,4.3,2025-09-05T17:44:00.117
CVE-2025-9834,0.000370000,0.104330000,0.4053678852383156,2025-11-27,2025-11-27,CVE-2025-9834,5.4,2025-09-05T17:46:46.433
CVE-2025-9833,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9833,9.8,2025-09-05T17:47:55.323
CVE-2025-9832,0.000550000,0.171260000,0.7235076353540028,2025-11-27,2025-11-27,CVE-2025-9832,9.8,2025-09-05T17:50:31.347
CVE-2025-9831,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9831,9.8,2025-09-05T17:54:03.170
CVE-2025-9830,0.000390000,0.112620000,0.45765849143914855,2025-11-27,2025-11-27,CVE-2025-9830,9.8,2025-09-05T18:02:42.197
CVE-2025-9829,0.000510000,0.155460000,0.6952799629801018,2025-11-27,2025-11-27,CVE-2025-9829,9.8,2025-09-05T18:03:25.270
CVE-2025-9828,0.000660000,0.204160000,0.7906062008329477,2025-11-27,2025-11-27,CVE-2025-9828,5.9,2025-10-03T15:05:39.963
CVE-2025-9784,0.001030000,0.289360000,0.8701989819527997,2025-11-27,2025-11-27,CVE-2025-9784,7.5,2025-11-07T22:15:39.830
CVE-2025-9696,0.000130000,0.013530000,0.04396112910689495,2025-11-27,2025-11-27,CVE-2025-9696,,2025-09-04T15:36:56.447
CVE-2025-9573,0.004250000,0.614730000,0.962054604349838,2025-11-27,2025-11-27,CVE-2025-9573,,2025-09-02T15:55:25.420
CVE-2025-9330,0.000210000,0.045200000,0.17098565478944933,2025-11-27,2025-11-27,CVE-2025-9330,7.8,2025-09-08T13:52:46.100
CVE-2025-9329,0.000850000,0.251540000,0.8424340583063397,2025-11-27,2025-11-27,CVE-2025-9329,7.8,2025-09-08T13:51:41.663
CVE-2025-9328,0.000850000,0.251540000,0.8424340583063397,2025-11-27,2025-11-27,CVE-2025-9328,7.8,2025-09-08T13:52:41.887
CVE-2025-9327,0.000350000,0.097750000,0.3292457195742712,2025-11-27,2025-11-27,CVE-2025-9327,5.5,2025-09-08T13:51:51.967
CVE-2025-9326,0.000850000,0.251540000,0.8424340583063397,2025-11-27,2025-11-27,CVE-2025-9326,7.8,2025-09-08T13:52:16.540
CVE-2025-9325,0.000350000,0.097750000,0.3292457195742712,2025-11-27,2025-11-27,CVE-2025-9325,5.5,2025-09-08T13:52:37.100
CVE-2025-9324,0.000350000,0.097750000,0.3292457195742712,2025-11-27,2025-11-27,CVE-2025-9324,5.5,2025-09-08T13:52:30.743
CVE-2025-9323,0.000350000,0.097750000,0.3292457195742712,2025-11-27,2025-11-27,CVE-2025-9323,5.5,2025-09-08T13:51:34.297
CVE-2025-9276,0.006790000,0.707690000,0.9757056918093475,2025-11-27,2025-11-27,CVE-2025-9276,9.8,2025-09-04T15:36:56.447
CVE-2025-9275,0.000790000,0.238410000,0.8294770939379916,2025-11-27,2025-11-27,CVE-2025-9275,7.8,2025-09-15T14:43:03.917
CVE-2025-9274,0.000630000,0.195050000,0.7751041184636742,2025-11-27,2025-11-27,CVE-2025-9274,7.8,2025-09-15T14:43:01.750
