cve,epss,percentile,percentile_subset,timestamp,date,cve.id,cvss_baseScore,cve.lastModified
CVE-2025-9815,0.000780000,0.235410000,0.8255437297547432,2025-12-12,2025-12-12,CVE-2025-9815,7.8,2025-09-04T16:13:28.567
CVE-2025-9814,0.000370000,0.108110000,0.3651087459509486,2025-12-12,2025-12-12,CVE-2025-9814,9.8,2025-09-03T15:46:35.893
CVE-2025-9813,0.001090000,0.299430000,0.8752892179546506,2025-12-12,2025-12-12,CVE-2025-9813,8.8,2025-09-04T17:48:17.693
CVE-2025-9812,0.001090000,0.299430000,0.8752892179546506,2025-12-12,2025-12-12,CVE-2025-9812,8.8,2025-09-04T17:01:04.197
CVE-2025-9811,0.000370000,0.108110000,0.3651087459509486,2025-12-12,2025-12-12,CVE-2025-9811,9.8,2025-09-03T15:46:46.483
CVE-2025-9810,0.000160000,0.026440000,0.06177695511337344,2025-12-12,2025-12-12,CVE-2025-9810,5.8,2025-12-08T15:27:15.590
CVE-2025-9809,0.003970000,0.598290000,0.9583526145303101,2025-12-12,2025-12-12,CVE-2025-9809,9.8,2025-12-08T15:18:11.893
CVE-2025-9806,0.000140000,0.020540000,0.04812586765386395,2025-12-12,2025-12-12,CVE-2025-9806,6.4,2025-10-21T13:42:28.893
CVE-2025-9805,0.000670000,0.209480000,0.7915316982878297,2025-12-12,2025-12-12,CVE-2025-9805,7.5,2025-11-14T20:34:38.053
CVE-2025-9802,0.000380000,0.113240000,0.3988894030541416,2025-12-12,2025-12-12,CVE-2025-9802,4.7,2025-09-02T15:55:25.420
CVE-2025-9801,0.001170000,0.313310000,0.8854696899583526,2025-12-12,2025-12-12,CVE-2025-9801,8.1,2025-11-14T20:36:09.667
CVE-2025-9800,0.000550000,0.173090000,0.7119389171679777,2025-12-12,2025-12-12,CVE-2025-9800,6.1,2025-11-14T20:37:54.983
CVE-2025-9799,0.000430000,0.132650000,0.525913928736696,2025-12-12,2025-12-12,CVE-2025-9799,5.0,2025-12-02T19:04:22.443
CVE-2025-9797,0.000400000,0.121350000,0.46807033780657104,2025-12-12,2025-12-12,CVE-2025-9797,2.4,2025-09-02T15:55:25.420
CVE-2025-9796,0.000450000,0.137250000,0.5585377140212865,2025-12-12,2025-12-12,CVE-2025-9796,4.1,2025-09-04T16:54:57.613
CVE-2025-9795,0.000300000,0.082000000,0.3167515039333642,2025-12-12,2025-12-12,CVE-2025-9795,5.4,2025-09-04T16:53:20.223
CVE-2025-9794,0.000550000,0.173930000,0.7119389171679777,2025-12-12,2025-12-12,CVE-2025-9794,9.8,2025-09-03T15:53:51.967
CVE-2025-9793,0.000370000,0.108110000,0.3651087459509486,2025-12-12,2025-12-12,CVE-2025-9793,9.8,2025-09-03T15:54:00.297
CVE-2025-9792,0.000370000,0.108110000,0.3651087459509486,2025-12-12,2025-12-12,CVE-2025-9792,9.8,2025-09-03T15:54:07.633
CVE-2025-9791,0.001120000,0.304880000,0.8787598334104582,2025-12-12,2025-12-12,CVE-2025-9791,9.8,2025-09-04T16:20:55.250
CVE-2025-9790,0.000390000,0.114710000,0.4074502545118001,2025-12-12,2025-12-12,CVE-2025-9790,9.8,2025-10-23T20:06:00.793
