cve,epss,percentile,percentile_subset,timestamp,date,cve.id,cvss_baseScore,cve.lastModified
CVE-2025-9815,0.000550000,0.175800000,0.6013888888888889,2026-06-03,2026-06-03,CVE-2025-9815,7.8,2026-04-29T01:00:01.613
CVE-2025-9814,0.000690000,0.213130000,0.7032407407407407,2026-06-03,2026-06-03,CVE-2025-9814,9.8,2026-04-29T01:00:01.613
CVE-2025-9813,0.004640000,0.646470000,0.9449074074074074,2026-06-03,2026-06-03,CVE-2025-9813,8.8,2025-09-04T17:48:17.693
CVE-2025-9812,0.003720000,0.592540000,0.9340277777777778,2026-06-03,2026-06-03,CVE-2025-9812,8.8,2025-09-04T17:01:04.197
CVE-2025-9811,0.000690000,0.213130000,0.7032407407407407,2026-06-03,2026-06-03,CVE-2025-9811,9.8,2026-04-29T01:00:01.613
CVE-2025-9810,0.000150000,0.032330000,0.05925925925925926,2026-06-03,2026-06-03,CVE-2025-9810,5.8,2026-04-22T16:16:52.427
CVE-2025-9809,0.008160000,0.746480000,0.9629629629629629,2026-06-03,2026-06-03,CVE-2025-9809,9.8,2025-12-08T15:18:11.893
CVE-2025-9806,0.000180000,0.050510000,0.12569444444444444,2026-06-03,2026-06-03,CVE-2025-9806,6.4,2026-04-29T01:00:01.613
CVE-2025-9805,0.001020000,0.275930000,0.8074074074074075,2026-06-03,2026-06-03,CVE-2025-9805,7.5,2026-04-29T01:00:01.613
CVE-2025-9802,0.000400000,0.125570000,0.45046296296296295,2026-06-03,2026-06-03,CVE-2025-9802,4.7,2026-04-15T00:35:42.020
CVE-2025-9801,0.001760000,0.388570000,0.8789351851851852,2026-06-03,2026-06-03,CVE-2025-9801,8.1,2026-04-29T01:00:01.613
CVE-2025-9800,0.000910000,0.256910000,0.7840277777777778,2026-06-03,2026-06-03,CVE-2025-9800,6.1,2026-04-29T01:00:01.613
CVE-2025-9799,0.000650000,0.204120000,0.674537037037037,2026-06-03,2026-06-03,CVE-2025-9799,5.0,2026-04-29T01:00:01.613
CVE-2025-9797,0.000530000,0.168560000,0.5893518518518519,2026-06-03,2026-06-03,CVE-2025-9797,2.4,2026-04-29T01:00:01.613
CVE-2025-9796,0.000670000,0.209420000,0.6888888888888889,2026-06-03,2026-06-03,CVE-2025-9796,4.1,2026-04-29T01:00:01.613
CVE-2025-9795,0.000500000,0.159410000,0.5724537037037037,2026-06-03,2026-06-03,CVE-2025-9795,5.4,2026-04-29T01:00:01.613
CVE-2025-9794,0.000870000,0.249810000,0.7708333333333334,2026-06-03,2026-06-03,CVE-2025-9794,9.8,2026-04-29T01:00:01.613
CVE-2025-9793,0.000690000,0.213130000,0.7032407407407407,2026-06-03,2026-06-03,CVE-2025-9793,9.8,2026-04-29T01:00:01.613
CVE-2025-9792,0.000690000,0.213130000,0.7032407407407407,2026-06-03,2026-06-03,CVE-2025-9792,9.8,2026-04-29T01:00:01.613
CVE-2025-9791,0.005160000,0.670030000,0.9486111111111111,2026-06-03,2026-06-03,CVE-2025-9791,9.8,2025-09-04T16:20:55.250
CVE-2025-9790,0.000660000,0.207050000,0.6784722222222223,2026-06-03,2026-06-03,CVE-2025-9790,9.8,2026-04-29T01:00:01.613
CVE-2025-9789,0.000870000,0.249420000,0.7708333333333334,2026-06-03,2026-06-03,CVE-2025-9789,9.8,2026-04-29T01:00:01.613
CVE-2025-9788,0.000750000,0.227570000,0.7263888888888889,2026-06-03,2026-06-03,CVE-2025-9788,9.8,2026-04-29T01:00:01.613
CVE-2025-9786,0.000690000,0.213130000,0.7032407407407407,2026-06-03,2026-06-03,CVE-2025-9786,9.8,2026-04-29T01:00:01.613
CVE-2025-9783,0.004290000,0.628270000,0.9416666666666667,2026-06-03,2026-06-03,CVE-2025-9783,8.8,2025-09-04T16:52:53.580
CVE-2025-9782,0.004290000,0.628270000,0.9416666666666667,2026-06-03,2026-06-03,CVE-2025-9782,8.8,2025-09-04T16:42:23.857
CVE-2025-9781,0.004290000,0.628270000,0.9416666666666667,2026-06-03,2026-06-03,CVE-2025-9781,8.8,2025-09-04T16:42:38.633
CVE-2025-9780,0.004290000,0.628270000,0.9416666666666667,2026-06-03,2026-06-03,CVE-2025-9780,8.8,2025-09-04T16:42:51.847
CVE-2025-9779,0.004290000,0.628270000,0.9416666666666667,2026-06-03,2026-06-03,CVE-2025-9779,8.8,2025-09-04T16:42:59.583
CVE-2025-9778,0.000180000,0.049890000,0.12569444444444444,2026-06-03,2026-06-03,CVE-2025-9778,7.0,2026-04-29T01:00:01.613
CVE-2025-9775,0.001310000,0.321480000,0.8418981481481481,2026-06-03,2026-06-03,CVE-2025-9775,9.8,2026-04-29T01:00:01.613
CVE-2025-9774,0.000460000,0.146030000,0.5157407407407407,2026-06-03,2026-06-03,CVE-2025-9774,4.3,2025-09-04T16:16:03.660
CVE-2025-9773,0.000630000,0.199090000,0.6613425925925925,2026-06-03,2026-06-03,CVE-2025-9773,6.1,2026-04-29T01:00:01.613
CVE-2025-9772,0.001190000,0.304680000,0.825925925925926,2026-06-03,2026-06-03,CVE-2025-9772,9.8,2026-04-29T01:00:01.613
CVE-2025-9771,0.000690000,0.213130000,0.7032407407407407,2026-06-03,2026-06-03,CVE-2025-9771,9.8,2026-04-29T01:00:01.613
CVE-2025-9770,0.000690000,0.213130000,0.7032407407407407,2026-06-03,2026-06-03,CVE-2025-9770,9.8,2026-04-29T01:00:01.613
CVE-2025-9769,0.001780000,0.390440000,0.8807870370370371,2026-06-03,2026-06-03,CVE-2025-9769,6.2,2026-04-29T01:00:01.613
CVE-2025-9768,0.000640000,0.201560000,0.6682870370370371,2026-06-03,2026-06-03,CVE-2025-9768,9.8,2025-09-04T16:44:09.123
CVE-2025-9767,0.000660000,0.207050000,0.6784722222222223,2026-06-03,2026-06-03,CVE-2025-9767,9.8,2026-04-29T01:00:01.613
CVE-2025-9766,0.000660000,0.207050000,0.6784722222222223,2026-06-03,2026-06-03,CVE-2025-9766,9.8,2026-04-29T01:00:01.613
CVE-2025-9765,0.000660000,0.207050000,0.6784722222222223,2026-06-03,2026-06-03,CVE-2025-9765,9.8,2026-04-29T01:00:01.613
