cve,epss,percentile,percentile_subset,timestamp,date
CVE-2025-9815,0.000580000,0.183900000,0.823665357060319,2025-10-02,2025-10-02
CVE-2025-9814,0.000290000,0.067600000,0.3429627917725907,2025-10-02,2025-10-02
CVE-2025-9813,0.000810000,0.249200000,0.8770510746475618,2025-10-02,2025-10-02
CVE-2025-9812,0.000810000,0.249200000,0.8770510746475618,2025-10-02,2025-10-02
CVE-2025-9811,0.000290000,0.067600000,0.3429627917725907,2025-10-02,2025-10-02
CVE-2025-9810,0.000160000,0.026100000,0.11555350127108852,2025-10-02,2025-10-02
CVE-2025-9809,0.000830000,0.252060000,0.8795932516755258,2025-10-02,2025-10-02
CVE-2025-9806,0.000140000,0.016590000,0.08134966489484631,2025-10-02,2025-10-02
CVE-2025-9805,0.000480000,0.145810000,0.7538710422925815,2025-10-02,2025-10-02
CVE-2025-9802,0.000340000,0.087330000,0.532701640859718,2025-10-02,2025-10-02
CVE-2025-9801,0.000570000,0.180030000,0.8201987520221863,2025-10-02,2025-10-02
CVE-2025-9800,0.000480000,0.145810000,0.7538710422925815,2025-10-02,2025-10-02
CVE-2025-9799,0.000400000,0.118690000,0.6574994222324937,2025-10-02,2025-10-02
CVE-2025-9797,0.000320000,0.080970000,0.43817887681996764,2025-10-02,2025-10-02
CVE-2025-9796,0.000330000,0.085980000,0.498728911486018,2025-10-02,2025-10-02
CVE-2025-9795,0.000230000,0.047360000,0.2070718742777906,2025-10-02,2025-10-02
CVE-2025-9794,0.000430000,0.126700000,0.695863184654495,2025-10-02,2025-10-02
CVE-2025-9793,0.000290000,0.067600000,0.3429627917725907,2025-10-02,2025-10-02
CVE-2025-9792,0.000290000,0.067600000,0.3429627917725907,2025-10-02,2025-10-02
CVE-2025-9791,0.000840000,0.254470000,0.881211000693321,2025-10-02,2025-10-02
CVE-2025-9790,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9789,0.000390000,0.112970000,0.6470996071180957,2025-10-02,2025-10-02
CVE-2025-9788,0.000290000,0.067600000,0.3429627917725907,2025-10-02,2025-10-02
CVE-2025-9786,0.000290000,0.067600000,0.3429627917725907,2025-10-02,2025-10-02
CVE-2025-9783,0.001440000,0.354900000,0.9188814421076958,2025-10-02,2025-10-02
CVE-2025-9782,0.001440000,0.354900000,0.9188814421076958,2025-10-02,2025-10-02
CVE-2025-9781,0.001440000,0.354900000,0.9188814421076958,2025-10-02,2025-10-02
CVE-2025-9780,0.001440000,0.354900000,0.9188814421076958,2025-10-02,2025-10-02
CVE-2025-9779,0.001440000,0.354900000,0.9188814421076958,2025-10-02,2025-10-02
CVE-2025-9778,0.000110000,0.009850000,0.04298590247284493,2025-10-02,2025-10-02
CVE-2025-9775,0.000400000,0.118790000,0.6574994222324937,2025-10-02,2025-10-02
CVE-2025-9774,0.000270000,0.060790000,0.29835914028195054,2025-10-02,2025-10-02
CVE-2025-9773,0.000280000,0.063730000,0.3085278483938063,2025-10-02,2025-10-02
CVE-2025-9772,0.000400000,0.118790000,0.6574994222324937,2025-10-02,2025-10-02
CVE-2025-9771,0.000290000,0.067600000,0.3429627917725907,2025-10-02,2025-10-02
CVE-2025-9770,0.000310000,0.076470000,0.42731684770048534,2025-10-02,2025-10-02
CVE-2025-9769,0.000460000,0.138500000,0.7390801941298821,2025-10-02,2025-10-02
CVE-2025-9768,0.000280000,0.065860000,0.3085278483938063,2025-10-02,2025-10-02
CVE-2025-9767,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9766,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9765,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9764,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9763,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9761,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9760,0.000480000,0.145380000,0.7538710422925815,2025-10-02,2025-10-02
CVE-2025-9759,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9758,0.000280000,0.065860000,0.3085278483938063,2025-10-02,2025-10-02
CVE-2025-9757,0.000300000,0.073830000,0.38641090825052,2025-10-02,2025-10-02
CVE-2025-9756,0.000280000,0.065860000,0.3085278483938063,2025-10-02,2025-10-02
