cve,epss,percentile,percentile_subset,timestamp,date,cve.id,cvss_baseScore,cve.lastModified
CVE-2025-9815,0.002620000,0.178020000,0.544675925925926,2026-08-06,2026-08-06,CVE-2025-9815,7.8,2026-06-17T10:09:49.767
CVE-2025-9814,0.004170000,0.343240000,0.7909722222222222,2026-08-06,2026-08-06,CVE-2025-9814,9.8,2026-06-17T10:09:49.630
CVE-2025-9813,0.008520000,0.547490000,0.9340277777777778,2026-08-06,2026-08-06,CVE-2025-9813,8.8,2026-06-17T10:09:49.497
CVE-2025-9812,0.006460000,0.475060000,0.9018518518518519,2026-08-06,2026-08-06,CVE-2025-9812,8.8,2026-06-17T10:09:49.360
CVE-2025-9811,0.004170000,0.343230000,0.7909722222222222,2026-08-06,2026-08-06,CVE-2025-9811,9.8,2026-06-17T10:09:49.223
CVE-2025-9810,0.001060000,0.012540000,0.0412037037037037,2026-08-06,2026-08-06,CVE-2025-9810,5.8,2026-06-17T10:09:49.110
CVE-2025-9809,0.004240000,0.349150000,0.8016203703703704,2026-08-06,2026-08-06,CVE-2025-9809,9.8,2026-06-17T10:09:48.990
CVE-2025-9806,0.001570000,0.053160000,0.23564814814814813,2026-08-06,2026-08-06,CVE-2025-9806,6.4,2026-06-17T10:09:48.633
CVE-2025-9805,0.002830000,0.205180000,0.5842592592592593,2026-08-06,2026-08-06,CVE-2025-9805,7.5,2026-06-17T10:09:48.483
CVE-2025-9802,0.002600000,0.175950000,0.5409722222222222,2026-08-06,2026-08-06,CVE-2025-9802,4.7,2026-06-17T10:09:47.957
CVE-2025-9801,0.007160000,0.502780000,0.9171296296296296,2026-08-06,2026-08-06,CVE-2025-9801,8.1,2026-06-17T10:09:47.813
CVE-2025-9800,0.003090000,0.232530000,0.6358796296296296,2026-08-06,2026-08-06,CVE-2025-9800,6.1,2026-06-17T10:09:47.667
CVE-2025-9799,0.002790000,0.200440000,0.5789351851851852,2026-08-06,2026-08-06,CVE-2025-9799,5.0,2026-06-17T10:09:47.503
CVE-2025-9797,0.002670000,0.186180000,0.5543981481481481,2026-08-06,2026-08-06,CVE-2025-9797,2.4,2026-06-17T10:09:47.270
CVE-2025-9796,0.003560000,0.282750000,0.7094907407407407,2026-08-06,2026-08-06,CVE-2025-9796,4.1,2026-06-17T10:09:47.123
CVE-2025-9795,0.002240000,0.130390000,0.4530092592592593,2026-08-06,2026-08-06,CVE-2025-9795,5.4,2026-06-17T10:09:46.990
CVE-2025-9794,0.004210000,0.346430000,0.7965277777777777,2026-08-06,2026-08-06,CVE-2025-9794,9.8,2026-06-17T10:09:46.850
CVE-2025-9793,0.004170000,0.343250000,0.7909722222222222,2026-08-06,2026-08-06,CVE-2025-9793,9.8,2026-06-17T10:09:46.710
CVE-2025-9792,0.004170000,0.343240000,0.7909722222222222,2026-08-06,2026-08-06,CVE-2025-9792,9.8,2026-06-17T10:09:46.573
CVE-2025-9791,0.008360000,0.542730000,0.9321759259259259,2026-08-06,2026-08-06,CVE-2025-9791,9.8,2026-06-17T10:09:46.433
CVE-2025-9790,0.004780000,0.388010000,0.8481481481481481,2026-08-06,2026-08-06,CVE-2025-9790,9.8,2026-06-17T10:09:46.297
CVE-2025-9789,0.004780000,0.388000000,0.8481481481481481,2026-08-06,2026-08-06,CVE-2025-9789,9.8,2026-06-17T10:09:46.150
CVE-2025-9788,0.004170000,0.343250000,0.7909722222222222,2026-08-06,2026-08-06,CVE-2025-9788,9.8,2026-06-17T10:09:46.013
CVE-2025-9786,0.004170000,0.343260000,0.7909722222222222,2026-08-06,2026-08-06,CVE-2025-9786,9.8,2026-06-17T10:09:45.767
CVE-2025-9783,0.006490000,0.476290000,0.9025462962962963,2026-08-06,2026-08-06,CVE-2025-9783,8.8,2026-06-17T10:09:45.080
CVE-2025-9782,0.006490000,0.476290000,0.9025462962962963,2026-08-06,2026-08-06,CVE-2025-9782,8.8,2026-06-17T10:09:44.940
CVE-2025-9781,0.006490000,0.476290000,0.9025462962962963,2026-08-06,2026-08-06,CVE-2025-9781,8.8,2026-06-17T10:09:44.807
CVE-2025-9780,0.006490000,0.476300000,0.9025462962962963,2026-08-06,2026-08-06,CVE-2025-9780,8.8,2026-06-17T10:09:44.670
CVE-2025-9779,0.006490000,0.476300000,0.9025462962962963,2026-08-06,2026-08-06,CVE-2025-9779,8.8,2026-06-17T10:09:44.533
CVE-2025-9778,0.001410000,0.039110000,0.13935185185185187,2026-08-06,2026-08-06,CVE-2025-9778,7.0,2026-06-17T10:09:44.387
