cve,epss,percentile,percentile_subset,timestamp,date
CVE-2025-9815,0.000670000,0.210910000,0.8442338802865726,2025-10-09,2025-10-09
CVE-2025-9814,0.000310000,0.078340000,0.390339727293737,2025-10-09,2025-10-09
CVE-2025-9813,0.000940000,0.271830000,0.8858331407441645,2025-10-09,2025-10-09
CVE-2025-9812,0.000940000,0.271830000,0.8858331407441645,2025-10-09,2025-10-09
CVE-2025-9811,0.000310000,0.078340000,0.390339727293737,2025-10-09,2025-10-09
CVE-2025-9810,0.000180000,0.030820000,0.14028195054310147,2025-10-09,2025-10-09
CVE-2025-9809,0.000900000,0.265440000,0.8823665357060319,2025-10-09,2025-10-09
CVE-2025-9806,0.000150000,0.020160000,0.08782066096602727,2025-10-09,2025-10-09
CVE-2025-9805,0.000550000,0.172240000,0.7917725907094985,2025-10-09,2025-10-09
CVE-2025-9802,0.000370000,0.103850000,0.587474000462214,2025-10-09,2025-10-09
CVE-2025-9801,0.000660000,0.207320000,0.8412294892535244,2025-10-09,2025-10-09
CVE-2025-9800,0.000550000,0.172240000,0.7917725907094985,2025-10-09,2025-10-09
CVE-2025-9799,0.000460000,0.140910000,0.7226715969493875,2025-10-09,2025-10-09
CVE-2025-9797,0.000350000,0.093120000,0.5451814189969956,2025-10-09,2025-10-09
CVE-2025-9796,0.000390000,0.110880000,0.6202911948232032,2025-10-09,2025-10-09
CVE-2025-9795,0.000260000,0.058230000,0.2766350820429859,2025-10-09,2025-10-09
CVE-2025-9794,0.000460000,0.140390000,0.7226715969493875,2025-10-09,2025-10-09
CVE-2025-9793,0.000310000,0.078340000,0.390339727293737,2025-10-09,2025-10-09
CVE-2025-9792,0.000310000,0.078340000,0.390339727293737,2025-10-09,2025-10-09
CVE-2025-9791,0.000960000,0.276180000,0.8874508897619597,2025-10-09,2025-10-09
CVE-2025-9790,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9789,0.000420000,0.126410000,0.6757568754333256,2025-10-09,2025-10-09
CVE-2025-9788,0.000310000,0.078340000,0.390339727293737,2025-10-09,2025-10-09
CVE-2025-9786,0.000310000,0.078340000,0.390339727293737,2025-10-09,2025-10-09
CVE-2025-9783,0.001660000,0.382630000,0.9265079731915877,2025-10-09,2025-10-09
CVE-2025-9782,0.001660000,0.382630000,0.9265079731915877,2025-10-09,2025-10-09
CVE-2025-9781,0.001660000,0.382630000,0.9265079731915877,2025-10-09,2025-10-09
CVE-2025-9780,0.001660000,0.382630000,0.9265079731915877,2025-10-09,2025-10-09
CVE-2025-9779,0.001660000,0.382630000,0.9265079731915877,2025-10-09,2025-10-09
CVE-2025-9778,0.000120000,0.012980000,0.04783914952623065,2025-10-09,2025-10-09
CVE-2025-9775,0.000440000,0.132160000,0.7071874277790617,2025-10-09,2025-10-09
CVE-2025-9774,0.000290000,0.071410000,0.32747862260226485,2025-10-09,2025-10-09
CVE-2025-9773,0.000300000,0.074920000,0.3556736769124104,2025-10-09,2025-10-09
CVE-2025-9772,0.000440000,0.132160000,0.7071874277790617,2025-10-09,2025-10-09
CVE-2025-9771,0.000310000,0.078340000,0.390339727293737,2025-10-09,2025-10-09
CVE-2025-9770,0.000330000,0.087040000,0.4758493182343425,2025-10-09,2025-10-09
CVE-2025-9769,0.000590000,0.185690000,0.8151143979662584,2025-10-09,2025-10-09
CVE-2025-9768,0.000320000,0.082620000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9767,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9766,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9765,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9764,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9763,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9761,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9760,0.000550000,0.171830000,0.7917725907094985,2025-10-09,2025-10-09
CVE-2025-9759,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9758,0.000320000,0.082620000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9757,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9756,0.000320000,0.082620000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9755,0.000300000,0.074920000,0.3556736769124104,2025-10-09,2025-10-09
CVE-2025-9754,0.000320000,0.079970000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9753,0.000280000,0.065490000,0.30205685232262536,2025-10-09,2025-10-09
CVE-2025-9752,0.002480000,0.480310000,0.951698636468685,2025-10-09,2025-10-09
CVE-2025-9751,0.000320000,0.083230000,0.40559278946152066,2025-10-09,2025-10-09
CVE-2025-9570,0.000670000,0.212280000,0.8442338802865726,2025-10-09,2025-10-09
CVE-2025-9569,0.000510000,0.157040000,0.7707418534781604,2025-10-09,2025-10-09
CVE-2025-9568,0.000510000,0.157040000,0.7707418534781604,2025-10-09,2025-10-09
CVE-2025-9567,0.000510000,0.157040000,0.7707418534781604,2025-10-09,2025-10-09
CVE-2025-9375,0.000810000,0.246200000,0.8671134735382482,2025-10-09,2025-10-09
CVE-2025-8662,0.000800000,0.244480000,0.8650335105153686,2025-10-09,2025-10-09
CVE-2025-7731,0.000170000,0.029650000,0.12271781834989601,2025-10-09,2025-10-09
CVE-2025-7405,0.002390000,0.469150000,0.9498497804483476,2025-10-09,2025-10-09
CVE-2025-6507,0.001040000,0.290780000,0.894152992835683,2025-10-09,2025-10-09
CVE-2025-58318,0.000220000,0.044860000,0.16547261382019876,2025-10-09,2025-10-09
CVE-2025-58178,0.000560000,0.174260000,0.7993991217933903,2025-10-09,2025-10-09
