cve.id,cvss_baseScore,cve.lastModified
CVE-2025-58745,8.8,2025-09-17T16:24:10.920
CVE-2025-58746,9.0,2025-09-09T16:28:43.660
CVE-2025-58751,5.3,2025-09-17T16:21:36.240
CVE-2025-58752,5.3,2025-09-17T16:12:20.913
CVE-2025-10112,9.8,2025-09-10T16:44:43.440
CVE-2025-10113,9.8,2025-09-10T16:44:08.300
CVE-2025-43763,6.5,2025-12-12T20:27:55.020
CVE-2025-58755,8.8,2025-09-19T15:25:37.963
CVE-2025-58756,8.8,2025-09-19T15:26:29.890
CVE-2025-58757,8.8,2025-09-19T15:26:11.050
CVE-2025-10114,9.8,2025-09-10T16:44:28.623
CVE-2025-10115,7.3,2025-09-09T16:28:43.660
CVE-2025-10116,7.3,2025-09-09T16:28:43.660
CVE-2025-10117,5.4,2025-09-10T16:43:43.853
CVE-2025-10118,9.8,2025-09-10T16:42:55.187
CVE-2025-10120,8.8,2025-09-10T16:41:54.140
CVE-2025-10121,6.3,2025-09-09T16:28:43.660
CVE-2025-42911,4.3,2025-10-23T12:45:48.857
CVE-2025-42912,6.5,2025-09-09T16:28:43.660
CVE-2025-42913,3.1,2025-09-09T16:28:43.660
CVE-2025-42914,3.1,2025-09-09T16:28:43.660
CVE-2025-42915,5.4,2025-09-09T16:28:43.660
CVE-2025-42916,8.1,2025-09-09T16:28:43.660
CVE-2025-42917,6.5,2025-09-09T16:28:43.660
CVE-2025-42918,4.3,2025-10-23T12:44:38.700
CVE-2025-42920,6.1,2025-10-24T14:50:48.223
CVE-2025-42922,9.9,2025-09-09T16:28:43.660
CVE-2025-42923,4.3,2025-09-09T16:28:43.660
CVE-2025-42925,4.3,2025-09-09T16:28:43.660
CVE-2025-42926,5.3,2025-10-23T12:43:32.437
CVE-2025-42927,3.4,2025-09-09T16:28:43.660
CVE-2025-42929,8.1,2025-09-09T16:28:43.660
CVE-2025-42930,6.5,2025-09-09T16:28:43.660
CVE-2025-42933,8.8,2025-09-09T16:28:43.660
CVE-2025-42938,6.1,2025-09-09T16:28:43.660
CVE-2025-42944,10.0,2025-11-12T19:15:36.020
CVE-2025-42958,9.1,2025-09-09T16:28:43.660
CVE-2025-43778,6.1,2025-12-12T20:28:13.700
CVE-2025-10122,7.2,2025-10-08T14:23:59.793
CVE-2025-10123,9.8,2025-09-24T18:43:47.917
CVE-2025-43777,5.3,2025-12-12T20:29:25.130
CVE-2025-9489,5.0,2025-09-09T16:28:43.660
CVE-2025-8889,3.8,2026-01-30T20:38:51.963
CVE-2025-9058,6.4,2025-09-09T16:28:43.660
CVE-2025-9061,6.4,2025-09-09T16:28:43.660
CVE-2025-9111,3.5,2025-11-13T21:15:55.120
CVE-2025-9539,8.0,2025-09-09T16:28:43.660
CVE-2025-9542,5.4,2025-09-09T16:28:43.660
CVE-2025-10134,9.1,2025-09-09T16:28:43.660
CVE-2025-40594,9.8,2026-03-10T18:17:54.193
CVE-2025-40757,5.3,2025-09-09T16:28:43.660
CVE-2025-40795,9.8,2025-10-14T10:15:39.027
CVE-2025-40796,7.5,2025-10-14T10:15:39.187
CVE-2025-40797,7.5,2025-10-14T10:15:39.317
CVE-2025-40798,7.5,2025-10-14T10:15:39.447
CVE-2025-40802,4.3,2025-10-03T19:37:59.347
CVE-2025-40803,3.1,2025-10-03T19:36:39.793
CVE-2025-40804,9.1,2025-09-09T16:28:43.660
CVE-2025-41701,7.8,2025-09-09T16:28:43.660
CVE-2025-59013,6.1,2025-09-10T13:38:40.473
CVE-2025-59014,2.7,2025-09-10T13:40:09.090
CVE-2025-59015,6.5,2025-09-10T13:42:59.310
CVE-2025-59016,4.3,2025-09-10T13:43:46.577
CVE-2025-59017,8.8,2025-09-10T13:44:43.430
CVE-2025-59018,6.5,2025-09-26T14:08:37.780
CVE-2025-59019,4.3,2025-09-26T14:09:51.020
CVE-2025-10095,,2025-09-10T07:15:44.107
CVE-2025-24404,8.8,2025-11-04T22:16:07.513
CVE-2025-48208,8.8,2025-11-04T22:16:16.633
CVE-2025-8277,3.1,2025-09-09T16:28:43.660
CVE-2025-7350,,2025-09-09T16:28:43.660
CVE-2025-7970,7.5,2025-09-17T15:59:35.430
CVE-2025-8007,6.5,2025-09-17T15:47:58.823
CVE-2025-8008,6.5,2025-09-17T15:42:27.340
CVE-2025-9065,8.8,2025-10-20T19:17:27.270
CVE-2025-9160,,2025-09-09T16:28:43.660
CVE-2025-9161,8.8,2025-10-20T19:11:17.067
CVE-2025-9166,7.5,2025-10-20T19:05:29.813
CVE-2025-9364,8.8,2025-09-10T14:09:05.267
CVE-2024-45325,6.7,2025-09-10T15:11:07.573
CVE-2025-33045,6.7,2025-10-02T14:12:42.347
CVE-2025-47416,,2025-09-09T16:28:43.660
CVE-2025-53609,4.9,2025-09-10T15:14:32.080
CVE-2025-54236,9.1,2026-03-23T16:00:02.283
CVE-2025-9951,,2025-09-09T16:28:43.660
CVE-2025-9994,9.8,2025-11-03T19:16:18.503
CVE-2025-10107,4.7,2025-09-09T16:28:43.660
CVE-2025-10183,9.1,2025-09-09T16:28:43.660
CVE-2025-43776,5.4,2025-12-16T16:12:02.497
CVE-2025-52277,6.1,2025-10-17T20:26:28.360
CVE-2025-52322,7.5,2025-10-17T20:19:05.930
CVE-2025-52915,7.2,2025-09-10T14:15:37.800
CVE-2025-55139,6.8,2025-09-24T19:50:14.403
CVE-2025-55141,8.8,2025-09-24T19:50:26.923
CVE-2025-55142,8.8,2025-09-24T19:56:55.957
CVE-2025-55143,6.1,2025-09-24T19:57:14.347
CVE-2025-55144,5.4,2025-09-24T19:57:29.287
CVE-2025-55145,8.9,2025-09-24T19:58:03.083
CVE-2025-55146,4.9,2025-09-24T19:58:20.130
CVE-2025-55147,8.8,2025-09-24T19:58:28.357
CVE-2025-55148,7.6,2025-09-24T19:58:37.017
CVE-2025-8711,5.4,2025-09-24T19:58:44.190
CVE-2025-8712,5.4,2025-09-24T19:56:42.603
CVE-2025-9712,8.8,2025-10-10T19:25:42.520
CVE-2025-9872,8.8,2025-10-10T19:24:34.123
CVE-2025-30875,5.9,2025-09-09T18:45:52.390
CVE-2025-32486,9.8,2025-09-09T18:45:52.390
CVE-2025-32688,5.4,2025-09-09T18:45:52.390
CVE-2025-32689,7.5,2025-09-09T18:45:52.390
CVE-2025-39523,4.7,2025-09-11T17:14:36.413
CVE-2025-39541,6.5,2025-09-11T17:14:36.413
CVE-2025-39553,4.3,2025-09-11T17:14:36.413
CVE-2025-47437,6.4,2025-09-11T17:14:36.413
CVE-2025-47569,9.3,2025-09-11T17:14:36.413
CVE-2025-47570,7.1,2025-09-11T17:14:36.413
CVE-2025-47571,7.5,2025-09-11T17:14:36.413
CVE-2025-47579,8.1,2026-01-22T21:58:57.170
CVE-2025-47694,7.1,2025-09-11T17:14:36.413
CVE-2025-47695,7.5,2025-09-11T17:14:36.413
CVE-2025-47997,5.3,2025-09-12T16:47:05.683
CVE-2025-48101,8.8,2025-09-11T17:14:36.413
CVE-2025-49430,7.2,2025-09-11T17:14:36.413
CVE-2025-49692,7.8,2025-10-01T20:30:30.897
CVE-2025-49734,7.0,2025-10-02T18:45:04.910
CVE-2025-49860,5.3,2025-09-11T17:14:36.413
CVE-2025-53291,5.4,2025-09-11T17:14:36.413
CVE-2025-53303,8.8,2025-09-11T17:14:36.413
CVE-2025-53340,5.3,2025-09-11T17:14:36.413
CVE-2025-53348,5.3,2025-09-11T17:14:36.413
CVE-2025-53796,6.5,2025-10-02T18:45:13.933
CVE-2025-53797,6.5,2025-10-02T18:45:20.750
CVE-2025-53798,6.5,2025-10-02T18:50:29.157
CVE-2025-53799,5.5,2025-10-02T18:50:42.580
CVE-2025-53800,7.8,2025-10-02T18:50:51.397
CVE-2025-53801,7.8,2025-10-02T18:54:02.340
CVE-2025-53802,7.0,2025-10-02T18:54:11.783
CVE-2025-53803,5.5,2025-10-02T18:09:31.773
CVE-2025-53804,5.5,2025-10-02T18:09:39.647
CVE-2025-53805,7.5,2025-10-02T18:09:53.577
CVE-2025-53806,6.5,2025-10-02T18:10:07.060
CVE-2025-53807,7.0,2025-10-02T18:10:17.003
CVE-2025-53808,6.7,2025-10-02T17:52:33.157
CVE-2025-53809,6.5,2025-09-22T17:12:18.433
CVE-2025-53810,6.7,2025-10-02T17:11:37.260
CVE-2025-54091,7.8,2025-10-02T17:11:46.033
CVE-2025-54092,7.8,2025-10-02T17:11:58.067
CVE-2025-54093,7.0,2025-10-02T17:12:22.567
CVE-2025-54094,6.7,2025-10-02T17:12:34.027
CVE-2025-54095,6.5,2025-10-02T16:36:20.910
CVE-2025-54096,6.5,2025-10-02T16:36:31.197
CVE-2025-54097,6.5,2025-10-02T16:37:25.310
CVE-2025-54098,7.8,2025-10-02T16:56:20.283
CVE-2025-54099,7.0,2025-10-02T16:56:33.693
CVE-2025-54101,4.8,2025-10-17T16:15:37.743
CVE-2025-54102,7.8,2025-10-02T15:01:04.387
CVE-2025-54103,7.4,2025-10-02T17:10:58.520
CVE-2025-54104,6.7,2025-10-02T16:27:57.370
CVE-2025-54105,7.0,2025-10-02T16:28:07.697
CVE-2025-54106,8.8,2025-10-02T16:32:57.737
CVE-2025-54107,4.3,2025-10-02T16:33:56.073
CVE-2025-54108,7.0,2025-10-02T14:36:24.210
CVE-2025-54109,6.7,2025-10-02T14:36:32.837
CVE-2025-54110,8.8,2025-10-01T19:56:19.163
CVE-2025-54111,7.8,2025-10-01T20:00:39.310
CVE-2025-54112,7.0,2025-10-01T20:17:04.217
CVE-2025-54113,8.8,2025-10-01T20:29:39.270
CVE-2025-54114,7.0,2025-11-21T19:15:54.303
CVE-2025-54115,7.0,2025-11-11T15:15:36.177
CVE-2025-54116,7.3,2025-10-02T18:03:02.620
CVE-2025-54246,6.5,2025-09-12T14:21:20.777
CVE-2025-54247,6.5,2025-09-12T14:21:33.017
CVE-2025-54248,7.7,2025-09-12T14:21:57.403
CVE-2025-54249,6.5,2025-09-12T14:21:46.463
CVE-2025-54250,4.9,2025-09-12T14:22:03.050
CVE-2025-54251,4.3,2025-10-02T14:43:16.193
CVE-2025-54252,5.4,2025-09-12T14:14:17.757
CVE-2025-54261,10.0,2025-10-03T12:34:44.777
CVE-2025-54709,8.1,2025-09-11T17:14:25.240
CVE-2025-54894,7.8,2025-10-02T18:03:12.120
CVE-2025-54895,7.8,2025-10-02T18:03:20.903
CVE-2025-54896,7.8,2025-09-12T16:45:48.937
CVE-2025-54897,8.8,2025-09-12T16:45:25.173
CVE-2025-54898,7.8,2025-09-12T16:44:51.287
CVE-2025-54899,7.8,2025-09-12T16:44:23.027
CVE-2025-54900,7.8,2025-09-12T16:50:48.290
CVE-2025-54901,5.5,2025-10-01T20:30:15.710
CVE-2025-54902,7.8,2025-10-01T20:29:54.223
CVE-2025-54903,7.8,2025-09-12T16:51:16.900
CVE-2025-54904,7.8,2025-09-12T16:52:07.960
CVE-2025-54905,7.1,2025-09-12T16:52:24.250
CVE-2025-54906,7.8,2025-09-12T16:50:22.293
CVE-2025-54907,7.8,2025-09-12T16:53:41.900
CVE-2025-54908,7.8,2025-09-12T16:54:17.017
CVE-2025-54910,8.4,2025-09-12T16:54:37.893
CVE-2025-54911,7.3,2025-09-15T18:02:12.710
CVE-2025-54912,7.8,2025-10-02T14:40:53.743
CVE-2025-54913,7.8,2025-10-02T14:41:09.277
CVE-2025-54915,6.7,2025-10-02T14:47:43.120
CVE-2025-54916,7.8,2025-10-02T14:47:59.050
CVE-2025-54917,4.3,2025-10-02T14:51:59.930
CVE-2025-54918,8.8,2025-10-02T14:52:16.013
CVE-2025-54919,7.5,2025-09-12T16:56:56.560
CVE-2025-55223,7.0,2025-09-12T14:52:42.357
CVE-2025-55224,7.8,2025-09-12T14:53:22.403
CVE-2025-55225,6.5,2025-09-12T14:53:59.267
CVE-2025-55226,6.7,2025-09-12T14:54:20.230
CVE-2025-55227,8.8,2025-09-12T16:57:17.750
CVE-2025-55228,7.8,2025-10-02T14:52:37.270
CVE-2025-55232,9.8,2025-12-19T14:47:09.780
CVE-2025-55234,9.8,2025-10-17T16:15:37.910
CVE-2025-55236,7.8,2025-09-12T14:47:55.667
CVE-2025-55243,7.5,2025-10-02T18:04:11.613
CVE-2025-55245,7.8,2025-09-12T14:48:41.690
CVE-2025-55316,7.8,2025-09-12T14:50:22.087
CVE-2025-55317,7.8,2025-09-12T14:51:32.717
CVE-2025-57057,7.5,2025-09-15T18:13:34.697
CVE-2025-57058,7.5,2025-09-15T18:14:03.890
CVE-2025-57059,7.5,2025-09-15T18:14:18.027
CVE-2025-57061,7.5,2025-09-15T18:14:31.390
CVE-2025-57062,7.5,2025-09-18T18:53:38.910
CVE-2025-57063,7.5,2025-09-15T18:14:45.627
CVE-2025-57064,7.5,2025-09-15T18:14:58.420
CVE-2025-57069,7.5,2025-09-18T18:49:07.417
CVE-2025-57070,7.5,2025-09-18T18:43:11.610
CVE-2025-57071,7.5,2025-09-18T18:41:40.450
CVE-2025-57072,7.5,2025-09-18T18:38:04.613
CVE-2025-57087,7.5,2025-09-18T18:42:39.153
CVE-2025-57538,5.4,2025-09-18T17:41:56.570
CVE-2025-57539,5.4,2025-09-18T17:41:04.430
CVE-2025-57540,5.4,2025-09-17T20:11:20.417
CVE-2025-58215,8.1,2025-09-11T17:14:25.240
CVE-2025-58975,4.3,2025-09-11T17:14:25.240
CVE-2025-58976,4.3,2025-09-11T17:14:25.240
CVE-2025-58977,4.9,2025-09-11T17:14:25.240
CVE-2025-58978,5.3,2025-09-11T17:14:25.240
CVE-2025-58979,5.3,2025-09-11T17:14:25.240
CVE-2025-58980,5.3,2025-09-11T17:14:25.240
CVE-2025-58981,5.4,2025-09-11T17:14:25.240
CVE-2025-58982,5.9,2025-09-11T17:14:25.240
CVE-2025-58983,5.9,2025-09-11T17:14:25.240
CVE-2025-58984,5.9,2025-09-11T17:14:25.240
CVE-2025-58985,6.5,2025-09-11T17:14:25.240
CVE-2025-58987,6.5,2025-09-11T17:14:25.240
CVE-2025-58988,6.5,2025-09-11T17:14:25.240
CVE-2025-58989,6.5,2025-09-11T17:14:25.240
CVE-2025-58990,5.4,2025-11-26T17:20:12.300
CVE-2025-58991,7.1,2025-09-11T17:14:25.240
CVE-2025-58993,7.6,2025-09-11T17:14:25.240
CVE-2025-58997,9.6,2025-09-11T17:14:25.240
CVE-2025-59005,4.3,2025-09-11T17:14:25.240
CVE-2025-59008,7.6,2025-09-11T17:14:25.240
CVE-2025-5005,7.3,2025-10-09T20:16:41.883
CVE-2025-5500,5.3,2025-09-11T17:14:25.240
CVE-2025-10198,7.8,2026-01-20T17:15:48.180
CVE-2025-10199,7.8,2025-11-03T19:15:44.660
CVE-2025-57078,7.5,2025-09-17T20:00:27.130
CVE-2025-57085,9.8,2025-09-17T19:50:45.847
CVE-2025-57086,7.5,2025-09-17T19:49:56.150
CVE-2025-57665,6.4,2025-10-17T19:49:18.167
CVE-2025-9269,,2025-09-11T17:14:25.240
CVE-2025-10164,7.3,2025-09-11T17:14:25.240
CVE-2025-29089,7.5,2025-09-11T17:14:25.240
CVE-2025-43775,5.4,2025-12-16T15:04:29.380
CVE-2025-43781,6.1,2025-12-16T15:29:46.143
CVE-2025-54242,7.8,2025-09-15T14:21:14.580
CVE-2025-54256,8.6,2025-09-15T14:20:49.737
CVE-2025-55047,8.4,2025-09-11T17:14:25.240
CVE-2025-55048,9.8,2025-09-11T17:14:25.240
CVE-2025-55049,9.1,2025-09-11T17:14:25.240
CVE-2025-55050,9.8,2025-09-11T17:14:25.240
CVE-2025-55051,10.0,2025-09-11T17:14:25.240
CVE-2025-55052,4.3,2025-09-11T17:14:25.240
CVE-2025-55727,9.8,2025-09-17T19:46:54.973
CVE-2025-55728,9.8,2025-09-17T19:45:32.263
CVE-2025-55729,10.0,2025-09-11T17:14:25.240
CVE-2025-55730,10.0,2025-09-11T17:14:25.240
CVE-2025-57060,7.5,2025-09-17T19:38:14.323
CVE-2025-57278,8.8,2025-10-10T17:56:10.140
CVE-2025-34172,6.1,2025-10-10T18:47:46.710
CVE-2025-34173,4.3,2025-10-20T14:50:04.643
CVE-2025-34174,5.4,2025-10-10T18:47:06.700
CVE-2025-34175,6.1,2025-10-10T18:46:41.620
CVE-2025-36011,4.3,2025-10-03T19:04:22.843
CVE-2025-36125,5.4,2025-12-19T14:38:50.407
CVE-2025-43786,5.3,2025-12-16T15:11:25.593
CVE-2025-44594,9.1,2025-09-17T19:34:21.873
CVE-2025-47415,,2025-09-11T17:14:25.240
CVE-2025-53913,,2025-09-12T14:15:41.017
CVE-2025-53914,,2025-09-12T14:15:41.133
CVE-2025-54255,4.0,2025-10-02T14:43:43.207
CVE-2025-54257,7.8,2025-11-03T19:16:09.190
CVE-2025-55053,6.5,2025-09-11T17:14:25.240
CVE-2025-55054,6.1,2025-09-11T17:14:25.240
CVE-2025-58063,7.1,2025-09-11T17:14:25.240
CVE-2025-58180,8.8,2025-09-18T17:37:54.243
CVE-2025-58430,6.1,2025-10-10T21:49:03.133
CVE-2025-58435,,2025-09-11T17:14:25.240
CVE-2025-58442,5.3,2025-09-11T17:14:25.240
CVE-2025-58753,7.5,2025-09-18T17:35:49.163
CVE-2025-58758,7.3,2025-10-08T20:53:57.603
CVE-2025-58759,6.5,2025-10-08T20:52:36.920
CVE-2025-58760,7.5,2025-09-18T17:30:18.970
CVE-2025-58761,7.5,2025-09-18T17:23:40.120
CVE-2025-58762,7.2,2025-09-18T16:57:38.987
CVE-2025-7635,7.7,2025-12-22T20:01:56.000
CVE-2025-10159,9.8,2025-09-11T17:14:25.240
CVE-2025-10169,8.8,2026-01-08T16:16:32.870
CVE-2025-10170,8.8,2026-01-08T16:15:32.210
CVE-2025-23342,9.8,2025-09-18T20:13:33.893
CVE-2025-23343,9.8,2025-09-18T20:14:18.620
CVE-2025-23344,9.8,2025-09-18T20:24:59.437
CVE-2025-34176,4.3,2025-10-17T19:46:03.720
CVE-2025-34177,5.4,2025-10-10T18:42:15.210
CVE-2025-34178,5.4,2025-10-10T18:42:08.297
CVE-2025-43491,9.8,2026-01-16T16:36:19.900
CVE-2025-44593,6.1,2025-09-18T20:33:52.180
CVE-2025-44595,6.1,2025-09-18T20:33:03.940
CVE-2025-54083,,2025-09-12T14:15:41.250
CVE-2025-54084,,2025-09-12T14:15:41.363
CVE-2025-54239,5.5,2025-09-12T14:29:06.223
CVE-2025-54240,5.5,2025-09-12T14:29:22.800
CVE-2025-54241,5.5,2025-09-12T14:29:30.777
CVE-2025-54243,7.8,2025-09-12T18:35:23.673
CVE-2025-54244,7.8,2025-09-12T18:35:29.047
CVE-2025-54245,7.8,2025-09-12T18:35:32.953
CVE-2025-57633,9.8,2025-09-11T17:14:25.240
CVE-2025-58462,9.8,2025-09-26T13:39:18.220
CVE-2025-58763,7.2,2025-09-18T20:30:01.190
CVE-2025-58765,7.1,2025-09-11T17:14:25.240
CVE-2025-58768,9.6,2025-09-18T20:26:13.443
CVE-2025-59037,,2025-09-11T17:14:25.240
CVE-2025-7746,,2025-11-03T19:16:15.943
CVE-2025-9996,,2025-09-11T17:14:25.240
CVE-2025-10171,8.8,2026-01-08T16:06:26.037
CVE-2025-49458,6.5,2025-10-17T19:43:11.910
CVE-2025-49459,7.8,2025-09-11T17:14:10.147
CVE-2025-49460,7.5,2025-10-17T19:42:52.870
CVE-2025-49461,7.4,2025-10-06T17:45:49.187
CVE-2025-54258,7.8,2025-09-12T15:02:57.290
CVE-2025-54259,7.8,2025-09-12T15:02:52.680
CVE-2025-54260,7.8,2025-09-12T15:01:41.767
CVE-2025-58131,6.6,2025-09-11T17:14:10.147
CVE-2025-58134,4.3,2025-10-06T17:47:34.463
CVE-2025-58135,6.5,2025-10-06T17:58:01.900
CVE-2025-59036,5.5,2025-09-11T17:14:10.147
CVE-2025-9997,,2025-09-11T17:14:10.147
CVE-2025-10172,8.8,2026-01-12T17:33:23.210
CVE-2025-58447,9.8,2025-09-17T20:53:21.610
CVE-2025-58448,9.8,2025-09-17T20:36:12.373
CVE-2025-58750,9.1,2025-09-17T20:35:43.327
CVE-2025-59038,,2025-09-11T17:14:10.147
CVE-2025-59039,,2025-09-11T17:14:10.147
CVE-2025-59042,,2025-09-11T17:14:10.147
CVE-2025-59044,4.4,2025-09-11T17:14:10.147
CVE-2025-59046,9.8,2025-09-11T17:14:10.147
CVE-2025-10195,5.3,2025-09-11T17:14:10.147
CVE-2025-10197,6.3,2025-09-11T17:14:10.147
CVE-2025-8388,6.4,2025-09-11T17:14:10.147
CVE-2025-10001,7.2,2025-09-11T17:14:10.147
CVE-2025-10040,7.7,2025-09-11T17:14:10.147
CVE-2025-10049,7.2,2025-09-11T17:14:10.147
CVE-2025-10126,6.4,2025-09-11T17:14:10.147
CVE-2025-10142,4.9,2025-09-11T17:14:10.147
CVE-2025-41714,8.8,2025-09-11T17:14:10.147
CVE-2025-6189,6.5,2025-09-11T17:14:10.147
CVE-2025-7049,8.8,2025-09-11T17:14:10.147
CVE-2025-7826,6.5,2025-09-11T17:14:10.147
CVE-2025-7843,6.4,2025-09-11T17:14:10.147
CVE-2025-8778,4.3,2025-09-11T17:14:10.147
CVE-2025-9367,5.5,2025-09-11T17:14:10.147
CVE-2025-9463,6.5,2025-09-11T17:14:10.147
CVE-2025-9622,4.3,2025-09-11T17:14:10.147
CVE-2025-9857,6.4,2025-09-11T17:14:10.147
CVE-2025-9888,4.3,2025-09-11T17:14:10.147
CVE-2025-9943,9.1,2025-11-04T22:16:46.227
CVE-2025-9979,4.3,2025-09-11T17:14:10.147
CVE-2025-36756,,2025-09-11T17:14:10.147
CVE-2025-36757,,2025-09-11T17:14:10.147
CVE-2025-36758,,2025-09-11T17:14:10.147
CVE-2025-36759,,2025-09-11T17:14:10.147
CVE-2025-10213,7.8,2026-01-29T01:50:08.670
CVE-2025-10214,7.8,2026-01-29T16:07:21.720
CVE-2025-10215,7.8,2026-01-20T20:43:36.617
CVE-2025-40725,,2025-09-11T17:14:10.147
CVE-2025-40979,,2025-09-11T17:14:10.147
CVE-2025-10220,9.8,2025-12-19T14:34:29.803
CVE-2025-10221,5.5,2025-12-19T14:24:48.670
CVE-2025-10222,3.3,2025-10-08T12:15:34.840
CVE-2025-10223,8.1,2025-10-08T12:15:35.013
CVE-2025-10224,7.1,2025-10-08T12:15:35.323
CVE-2025-10225,7.5,2025-10-08T12:15:35.553
CVE-2025-10226,9.8,2025-12-19T13:54:04.383
CVE-2025-10227,4.6,2025-12-19T13:48:18.410
CVE-2025-7718,8.8,2025-09-11T17:14:10.147
CVE-2025-10231,7.8,2025-09-22T18:25:11.643
CVE-2025-56404,7.5,2025-09-17T20:32:54.887
CVE-2025-56405,7.5,2025-09-17T20:31:22.920
CVE-2025-56406,7.5,2025-09-16T13:16:11.347
CVE-2025-56407,8.8,2025-10-06T17:16:11.120
CVE-2025-56413,8.8,2025-11-18T17:41:44.543
CVE-2025-56466,7.5,2025-10-06T17:13:37.450
CVE-2025-56578,5.7,2025-10-15T17:15:59.737
CVE-2025-20159,5.3,2025-09-11T17:14:10.147
CVE-2025-20248,6.0,2025-09-11T17:14:10.147
CVE-2025-20340,7.4,2025-09-11T17:14:10.147
CVE-2025-29592,5.6,2025-11-19T17:06:38.830
CVE-2025-43725,7.8,2025-11-04T15:26:42.623
CVE-2025-43884,6.7,2025-09-17T20:20:39.270
CVE-2025-43885,7.8,2025-10-20T14:38:20.800
CVE-2025-43886,4.4,2025-10-20T14:38:02.060
CVE-2025-43887,7.8,2025-10-20T14:28:39.700
CVE-2025-43888,7.8,2025-10-20T14:25:24.523
CVE-2025-43938,4.4,2025-10-20T14:02:23.670
CVE-2025-57569,5.6,2025-09-17T21:01:39.773
CVE-2025-57570,5.6,2025-09-17T20:59:57.910
CVE-2025-57571,5.6,2025-09-17T20:58:45.243
CVE-2025-57572,5.6,2025-09-17T20:58:33.297
CVE-2025-57573,5.6,2025-09-17T20:58:07.797
CVE-2025-58764,9.8,2025-10-24T14:46:37.453
CVE-2025-59034,4.3,2025-09-17T21:31:06.693
CVE-2025-59035,5.4,2025-09-17T21:23:56.843
CVE-2025-59041,9.8,2025-10-22T18:40:53.837
CVE-2025-59045,,2025-09-11T17:14:10.147
CVE-2025-8681,5.4,2025-10-29T18:14:25.747
CVE-2025-43785,6.1,2025-12-16T15:07:24.647
CVE-2025-57520,6.1,2025-09-16T17:35:50.310
CVE-2025-57642,7.2,2025-10-17T19:28:54.450
CVE-2025-50892,7.8,2025-10-20T14:37:01.910
CVE-2025-55976,8.4,2025-10-17T19:09:23.423
CVE-2025-57392,7.8,2025-09-17T21:22:34.947
CVE-2025-8696,7.5,2025-11-04T22:16:45.083
CVE-2025-10200,8.8,2025-09-22T16:50:42.040
CVE-2025-10201,8.8,2025-09-22T16:51:08.873
CVE-2025-10209,5.4,2025-09-11T17:14:10.147
CVE-2025-10210,8.8,2025-09-15T14:53:19.130
CVE-2025-43784,6.5,2025-12-16T14:45:25.463
CVE-2025-54123,9.8,2025-09-17T21:17:53.460
CVE-2025-59049,7.5,2025-09-11T17:14:10.147
CVE-2025-9714,5.5,2025-11-03T19:16:17.563
CVE-2024-45669,6.5,2025-09-17T21:08:47.960
CVE-2024-45671,7.5,2025-09-17T21:08:24.490
CVE-2024-47120,6.8,2025-09-18T20:50:25.933
CVE-2025-10211,6.3,2025-09-15T14:53:01.553
CVE-2025-43783,6.1,2025-12-16T14:45:55.890
CVE-2025-54376,7.5,2025-09-24T14:18:24.587
CVE-2025-10216,2.6,2025-09-11T17:14:10.147
CVE-2025-59052,,2025-09-11T17:14:10.147
CVE-2025-10218,9.8,2025-10-16T16:07:42.750
CVE-2025-10229,4.3,2025-09-11T17:14:10.147
CVE-2025-10232,5.4,2025-09-11T17:14:10.147
CVE-2025-10233,4.3,2025-09-12T15:34:55.973
CVE-2025-10234,4.8,2025-10-02T20:19:10.580
CVE-2025-10235,4.8,2025-10-02T20:18:25.550
CVE-2025-6088,3.1,2025-10-16T16:00:19.400
CVE-2025-10236,7.5,2025-10-31T14:39:12.907
CVE-2025-10245,4.3,2025-09-11T17:14:10.147
CVE-2025-10246,3.5,2025-09-11T17:14:10.147
CVE-2025-9776,6.5,2025-09-11T17:14:10.147
CVE-2025-9910,4.7,2025-09-11T17:14:10.147
CVE-2025-10247,6.3,2025-09-11T17:14:10.147
CVE-2025-9034,6.1,2025-09-11T17:14:10.147
CVE-2025-9059,,2025-09-11T17:14:10.147
CVE-2025-8479,4.3,2025-09-11T17:14:10.147
CVE-2025-0763,4.3,2025-09-11T17:14:10.147
CVE-2025-5801,6.4,2025-09-11T17:14:10.147
CVE-2025-8215,6.4,2025-09-11T17:14:10.147
CVE-2025-8316,6.4,2025-09-11T17:14:10.147
CVE-2025-8318,6.4,2025-09-11T17:14:10.147
CVE-2025-8392,6.4,2025-09-11T17:14:10.147
CVE-2025-8398,6.4,2025-09-11T17:14:10.147
CVE-2025-8417,8.1,2025-09-11T17:14:10.147
CVE-2025-8422,7.5,2025-09-11T17:14:10.147
CVE-2025-8423,5.4,2025-09-11T17:14:10.147
CVE-2025-8425,8.8,2025-09-11T17:14:10.147
CVE-2025-8445,6.4,2025-09-11T17:14:10.147
CVE-2025-8481,4.3,2025-09-11T17:14:10.147
CVE-2025-8492,5.3,2025-09-11T17:14:10.147
CVE-2025-8570,9.8,2025-09-11T17:14:10.147
CVE-2025-8686,6.4,2025-09-11T17:14:10.147
CVE-2025-8689,6.4,2025-09-11T17:14:10.147
CVE-2025-8691,6.4,2025-09-11T17:14:10.147
CVE-2025-8692,4.9,2025-09-11T17:14:10.147
CVE-2025-8721,6.4,2025-09-11T17:14:10.147
CVE-2025-9073,7.5,2025-09-11T17:14:10.147
