cve.id,cvss_baseScore,cve.lastModified
CVE-2025-31270,5.5,2025-11-03T19:15:51.347
CVE-2025-31271,7.5,2025-11-03T19:15:51.490
CVE-2025-43190,5.5,2025-11-04T02:15:34.547
CVE-2025-43203,4.0,2025-11-04T02:15:34.710
CVE-2025-43204,7.8,2025-11-03T19:15:53.473
CVE-2025-43207,5.5,2025-11-03T19:15:53.620
CVE-2025-43208,5.5,2025-11-03T19:15:53.760
CVE-2025-43231,5.5,2025-11-03T19:15:54.777
CVE-2025-43262,5.1,2025-11-03T19:15:55.100
CVE-2025-43263,7.1,2025-11-03T19:15:55.273
CVE-2025-43272,6.5,2025-11-04T22:16:14.390
CVE-2025-43279,6.2,2025-11-03T19:15:56.043
CVE-2025-43283,3.3,2025-11-03T19:15:56.190
CVE-2025-43285,5.5,2025-11-04T02:15:35.263
CVE-2025-43286,7.8,2025-11-04T02:15:35.420
CVE-2025-43287,7.1,2025-11-03T19:15:56.633
CVE-2025-43291,5.5,2025-11-04T02:15:35.680
CVE-2025-43292,5.5,2025-12-17T21:15:54.587
CVE-2025-43293,5.5,2025-11-04T02:15:36.003
CVE-2025-43294,3.3,2025-12-17T21:15:54.740
CVE-2025-43295,5.5,2025-11-04T02:15:36.303
CVE-2025-43297,6.2,2025-11-03T19:15:57.527
CVE-2025-43298,7.8,2025-11-04T02:15:36.457
CVE-2025-43299,5.5,2025-11-04T02:15:36.613
CVE-2025-43301,3.3,2025-11-04T02:15:36.770
CVE-2025-43302,5.5,2025-11-04T02:15:36.930
CVE-2025-43303,5.5,2025-11-04T02:15:37.107
CVE-2025-43304,7.0,2025-11-04T02:15:37.273
CVE-2025-43305,5.5,2025-11-04T02:15:37.423
CVE-2025-43307,4.0,2025-11-03T19:15:58.910
CVE-2025-43308,5.3,2025-11-04T02:15:37.577
CVE-2025-43310,4.4,2025-11-04T02:15:37.833
CVE-2025-43311,5.1,2025-11-04T02:15:37.990
CVE-2025-43312,5.5,2025-11-04T02:15:38.140
CVE-2025-43314,5.5,2025-11-04T02:15:38.293
CVE-2025-43315,5.5,2025-11-04T02:15:38.467
CVE-2025-43316,7.8,2025-11-04T02:15:38.633
CVE-2025-43317,5.5,2025-11-04T02:15:38.790
CVE-2025-43318,6.2,2025-11-03T19:16:00.247
CVE-2025-43319,5.5,2025-11-04T02:15:38.950
CVE-2025-43321,5.5,2025-11-04T02:15:39.100
CVE-2025-43325,5.5,2025-11-03T19:16:00.730
CVE-2025-43326,5.5,2025-11-04T02:15:39.447
CVE-2025-43327,6.5,2025-11-04T02:15:39.597
CVE-2025-43328,3.3,2025-11-03T19:16:01.167
CVE-2025-43329,8.8,2025-11-04T02:15:39.757
CVE-2025-43330,8.2,2025-11-04T02:15:39.910
CVE-2025-43331,4.0,2025-11-03T19:16:01.653
CVE-2025-43332,5.2,2025-11-04T02:15:40.067
CVE-2025-43333,7.8,2025-11-03T19:16:01.940
CVE-2025-43337,5.5,2025-12-17T21:15:55.670
CVE-2025-43340,7.8,2025-11-03T19:16:02.230
CVE-2025-43341,7.8,2025-11-04T02:15:40.823
CVE-2025-43342,9.8,2025-11-20T17:40:21.647
CVE-2025-43343,9.8,2025-12-17T15:15:49.523
CVE-2025-43344,3.3,2025-11-04T02:15:41.320
CVE-2025-43346,5.5,2025-11-04T02:15:41.660
CVE-2025-43347,9.8,2025-11-04T02:15:41.810
CVE-2025-43349,2.8,2025-11-04T02:15:42.080
CVE-2025-43353,5.5,2025-11-04T02:15:42.350
CVE-2025-43354,5.5,2025-11-04T02:15:42.520
CVE-2025-43355,5.5,2025-11-04T02:15:42.690
CVE-2025-43356,6.5,2025-11-04T22:16:15.147
CVE-2025-43357,3.3,2025-11-04T02:15:43.050
CVE-2025-43358,8.8,2025-11-04T02:15:43.223
CVE-2025-43359,9.8,2025-11-04T02:15:43.390
CVE-2025-43362,9.8,2025-11-04T02:15:43.783
CVE-2025-43366,5.5,2025-11-03T19:16:04.663
CVE-2025-43367,5.5,2025-11-04T02:15:44.133
CVE-2025-43368,4.3,2025-11-04T22:16:15.320
CVE-2025-43369,5.5,2025-11-03T19:16:05.093
CVE-2025-43370,4.0,2025-11-03T19:16:05.230
CVE-2025-43371,8.2,2025-11-03T19:16:05.363
CVE-2025-43372,7.8,2025-11-04T02:15:44.440
CVE-2025-43375,5.5,2025-11-03T19:16:05.653
CVE-2025-59436,3.2,2025-09-16T12:49:16.060
CVE-2025-59437,3.2,2025-09-16T12:49:16.060
CVE-2025-59453,3.2,2025-09-16T12:49:16.060
CVE-2025-9808,5.3,2025-09-16T12:49:16.060
CVE-2023-53263,7.8,2026-01-14T19:16:16.240
CVE-2023-53264,5.5,2026-01-14T19:16:16.450
CVE-2023-53265,7.1,2026-01-14T19:16:16.877
CVE-2023-53266,5.5,2026-01-14T19:16:17.087
CVE-2023-53267,5.5,2026-01-14T19:16:17.283
CVE-2023-53268,5.5,2026-01-14T19:16:17.477
CVE-2023-53269,5.5,2026-01-14T19:16:17.660
CVE-2023-53270,5.5,2026-01-14T19:16:17.833
CVE-2023-53271,5.5,2026-01-14T19:16:18.013
CVE-2023-53272,7.1,2026-01-14T19:16:18.190
CVE-2023-53273,5.5,2026-01-14T19:16:18.377
CVE-2023-53274,7.8,2026-01-14T19:16:18.553
CVE-2023-53275,5.5,2026-01-14T19:16:18.717
CVE-2023-53276,5.5,2026-01-14T19:16:18.877
CVE-2023-53277,5.5,2026-01-14T19:16:19.037
CVE-2023-53278,5.5,2026-01-14T19:16:19.203
CVE-2023-53279,5.5,2026-01-14T19:16:19.360
CVE-2023-53280,5.5,2026-01-14T19:16:19.530
CVE-2023-53281,5.5,2026-01-14T19:16:19.697
CVE-2023-53282,7.8,2026-01-14T19:16:19.860
CVE-2023-53284,5.5,2026-01-14T19:16:20.017
CVE-2023-53285,7.8,2026-01-14T19:16:20.180
CVE-2023-53286,7.8,2026-01-14T19:16:20.343
CVE-2023-53287,5.5,2026-01-14T19:16:20.500
CVE-2023-53288,5.5,2026-01-14T19:16:20.667
CVE-2023-53289,5.5,2026-01-14T19:16:20.830
CVE-2023-53290,5.5,2026-01-14T19:16:20.993
CVE-2023-53291,5.5,2026-01-14T19:16:21.163
CVE-2023-53292,5.5,2026-01-14T19:16:21.320
CVE-2023-53294,5.5,2026-01-14T19:16:21.480
CVE-2023-53295,5.5,2026-01-14T19:16:21.640
CVE-2023-53296,5.5,2026-01-14T19:16:21.793
CVE-2023-53297,5.5,2026-01-14T19:16:21.960
CVE-2023-53298,5.5,2026-01-14T19:16:22.157
CVE-2023-53299,5.5,2026-01-14T19:16:22.323
CVE-2023-53300,5.5,2026-01-14T19:16:22.490
CVE-2023-53301,7.1,2026-03-17T16:31:15.140
CVE-2023-53302,5.5,2026-01-14T19:16:22.650
CVE-2023-53303,5.5,2026-01-14T19:16:22.920
CVE-2024-12367,8.6,2025-09-16T12:49:16.060
CVE-2025-5518,6.5,2025-09-16T12:49:16.060
CVE-2025-5519,6.5,2025-09-16T12:49:16.060
CVE-2025-10316,,2025-09-16T12:49:16.060
CVE-2025-2404,4.3,2025-09-19T09:15:35.703
CVE-2025-4688,9.8,2025-09-16T12:49:16.060
CVE-2025-10015,,2025-09-16T12:49:16.060
CVE-2025-10016,,2025-09-16T12:49:16.060
CVE-2025-26710,3.5,2025-09-16T12:49:16.060
CVE-2025-26711,5.7,2025-09-16T12:49:16.060
CVE-2025-41248,7.5,2025-09-16T20:15:35.000
CVE-2025-41249,7.5,2025-09-16T20:15:35.127
CVE-2024-12913,8.8,2025-09-16T12:49:16.060
CVE-2025-56697,6.1,2025-09-18T16:49:00.817
CVE-2025-56706,8.0,2025-09-19T20:57:13.170
CVE-2025-6575,6.1,2025-11-13T16:23:08.160
CVE-2025-7743,9.6,2025-10-15T14:21:38.180
CVE-2025-7744,9.8,2025-11-13T16:22:42.980
CVE-2025-8446,4.3,2025-09-16T12:49:16.060
CVE-2025-10290,6.5,2025-09-19T20:56:01.570
CVE-2025-10527,7.1,2025-11-03T19:15:44.820
CVE-2025-10528,7.3,2025-11-03T19:15:44.980
CVE-2025-10529,6.5,2025-11-03T19:15:45.150
CVE-2025-10530,6.5,2025-10-30T17:15:34.860
CVE-2025-10531,5.4,2025-10-30T17:15:35.013
CVE-2025-10532,6.5,2025-11-03T19:15:45.307
CVE-2025-10533,8.8,2025-11-03T19:15:45.467
CVE-2025-10534,8.1,2025-10-30T17:15:35.507
CVE-2025-10535,7.5,2025-10-30T17:15:35.670
CVE-2025-10536,6.2,2025-11-03T19:15:45.620
CVE-2025-10537,8.8,2025-11-03T19:15:45.773
CVE-2025-10546,,2025-09-18T13:43:45.290
CVE-2025-39805,5.5,2025-12-06T22:15:51.780
CVE-2025-39806,7.1,2026-01-16T20:07:18.973
CVE-2025-39807,5.5,2026-01-14T19:16:41.983
CVE-2025-39808,5.5,2026-01-16T20:07:52.930
CVE-2025-39809,7.8,2026-01-14T19:16:42.167
CVE-2025-39810,7.8,2026-01-14T19:16:42.327
CVE-2025-39811,5.5,2026-01-14T19:16:42.503
CVE-2025-39812,5.5,2026-01-16T20:08:08.323
CVE-2025-39813,4.7,2026-01-16T20:08:18.040
CVE-2025-39814,5.5,2026-01-14T19:16:42.667
CVE-2025-39815,5.5,2026-01-14T19:16:42.827
CVE-2025-39816,5.5,2026-01-14T19:16:42.980
CVE-2025-39817,7.1,2026-01-16T20:08:25.680
CVE-2025-39818,7.8,2026-01-14T19:16:43.127
CVE-2025-39819,5.5,2026-01-16T20:09:10.520
CVE-2025-39820,5.5,2026-01-14T19:16:43.290
CVE-2025-39821,7.8,2026-01-14T19:16:43.453
CVE-2025-39822,5.5,2026-01-14T19:16:43.610
CVE-2025-39823,7.8,2026-01-16T20:38:07.723
CVE-2025-39824,7.8,2026-01-16T20:37:49.810
CVE-2025-39825,4.7,2026-01-16T20:37:11.190
CVE-2025-39826,7.0,2026-01-16T20:36:13.207
CVE-2025-39827,5.5,2026-01-16T20:35:06.037
CVE-2025-39828,7.8,2026-01-16T20:32:37.030
CVE-2025-39829,5.5,2026-01-14T19:16:43.763
CVE-2025-55109,9.0,2025-10-10T14:16:19.660
CVE-2025-55110,5.5,2025-09-17T14:18:55.093
CVE-2025-55111,5.5,2025-09-29T12:08:29.103
CVE-2025-55112,7.4,2025-10-10T14:01:21.850
CVE-2025-55113,10.0,2025-10-10T14:08:43.800
CVE-2025-55114,5.3,2025-09-17T14:18:55.093
CVE-2025-55115,8.8,2025-10-10T14:10:38.947
CVE-2025-55116,8.8,2025-10-10T14:10:51.570
CVE-2025-55117,5.3,2025-10-10T14:12:25.770
CVE-2025-55118,8.9,2025-11-18T15:16:31.550
CVE-2025-55834,6.1,2025-09-20T03:02:12.203
CVE-2025-7355,6.5,2025-09-17T14:18:55.093
CVE-2024-12796,5.3,2025-09-17T14:18:55.093
CVE-2025-39830,5.5,2026-01-14T19:16:43.920
CVE-2025-39831,5.5,2026-01-14T19:16:44.080
CVE-2025-39832,5.5,2026-01-14T19:16:44.230
CVE-2025-39833,5.5,2026-01-14T19:16:44.403
CVE-2025-39834,5.5,2026-01-14T19:16:44.567
CVE-2025-39835,7.8,2026-01-16T20:30:16.260
CVE-2025-39836,7.8,2026-01-14T19:16:44.713
CVE-2025-44034,8.0,2025-11-19T17:06:31.153
CVE-2025-52044,7.5,2025-09-20T02:58:35.227
CVE-2025-56276,5.4,2025-09-18T16:49:14.950
CVE-2025-57119,9.8,2025-09-18T16:49:30.343
CVE-2025-8057,6.5,2025-09-17T14:18:55.093
CVE-2025-8276,4.3,2025-09-30T14:15:40.577
CVE-2009-20005,,2025-09-17T14:18:55.093
CVE-2009-20006,,2025-09-17T14:18:55.093
CVE-2009-20007,,2025-09-17T14:18:55.093
CVE-2024-13149,9.8,2025-09-17T14:18:55.093
CVE-2024-13174,8.6,2025-09-17T14:18:55.093
CVE-2025-36244,5.5,2025-10-17T14:34:38.477
CVE-2025-41243,10.0,2025-09-17T14:18:55.093
CVE-2025-4953,7.4,2026-01-15T10:16:05.537
CVE-2025-56280,5.4,2025-09-18T16:49:42.477
CVE-2025-56289,5.4,2025-09-18T16:50:34.927
CVE-2025-56293,5.4,2025-10-23T20:06:00.793
CVE-2025-56295,7.3,2025-09-18T16:50:45.427
CVE-2025-57145,5.4,2025-10-08T19:25:00.497
CVE-2025-59270,3.1,2025-09-26T13:55:40.717
CVE-2025-59333,8.1,2025-10-08T19:18:04.110
CVE-2025-8893,7.8,2025-09-19T13:52:47.467
CVE-2025-8894,7.8,2025-09-19T13:51:12.743
CVE-2025-30075,2.2,2025-09-17T14:18:55.093
CVE-2025-58749,5.3,2025-09-20T02:58:23.390
CVE-2022-50339,7.0,2026-01-14T19:16:04.033
CVE-2022-50340,5.5,2026-01-14T19:16:04.270
CVE-2022-50341,5.5,2026-01-14T19:16:04.480
CVE-2022-50342,5.5,2026-01-14T19:16:04.657
CVE-2022-50343,5.5,2026-01-14T19:16:04.853
CVE-2022-50344,5.5,2026-01-14T19:16:05.073
CVE-2022-50346,5.5,2026-01-14T19:16:05.280
CVE-2022-50347,5.5,2026-01-14T19:16:05.480
CVE-2022-50348,5.5,2026-01-14T19:16:05.680
CVE-2022-50349,5.5,2026-01-14T19:16:05.860
CVE-2022-50350,4.7,2026-01-14T19:16:06.033
CVE-2022-50351,5.5,2026-01-14T19:16:06.210
CVE-2022-50352,5.5,2026-01-14T19:16:06.373
CVE-2023-53304,5.5,2026-01-14T19:16:23.073
CVE-2023-53305,7.8,2026-01-14T19:16:23.260
CVE-2023-53306,5.5,2026-01-14T19:16:23.430
CVE-2023-53307,7.8,2026-01-14T19:16:23.597
CVE-2023-53308,7.8,2026-01-14T19:16:23.763
CVE-2023-53309,5.5,2026-01-14T19:16:23.930
CVE-2023-53310,4.7,2026-01-14T19:16:24.090
CVE-2023-53311,7.8,2026-01-14T19:16:24.250
CVE-2023-53312,5.5,2026-01-14T19:16:24.430
CVE-2023-53313,5.5,2026-01-14T19:16:24.587
CVE-2023-53314,5.5,2026-01-14T19:16:24.740
CVE-2023-53315,5.5,2026-01-14T19:16:24.893
CVE-2023-53316,7.8,2026-01-14T19:16:25.050
CVE-2023-53317,5.5,2026-01-14T19:16:25.223
CVE-2023-53318,5.5,2026-01-14T19:16:25.420
CVE-2023-53319,5.5,2026-01-14T19:16:25.587
CVE-2023-53320,7.8,2026-01-14T19:16:25.747
CVE-2023-53321,7.1,2026-01-14T19:16:25.940
CVE-2023-53322,7.8,2026-01-14T19:16:26.187
CVE-2023-53323,5.5,2026-01-14T19:16:26.460
CVE-2023-53324,5.5,2026-01-14T19:16:26.660
CVE-2023-53325,5.5,2026-01-14T19:16:26.843
CVE-2023-53326,5.5,2026-01-14T19:16:27.037
CVE-2023-53327,5.5,2026-01-14T19:16:27.243
CVE-2023-53328,5.5,2026-01-14T19:16:27.400
CVE-2023-53329,4.7,2026-01-14T19:16:27.577
CVE-2023-53330,5.5,2026-01-14T19:16:27.740
CVE-2023-53331,7.8,2026-01-14T19:16:27.903
CVE-2023-53332,5.5,2026-01-14T19:16:28.070
CVE-2023-53333,7.1,2026-01-14T19:16:28.233
CVE-2023-53334,5.5,2026-01-14T19:16:28.400
CVE-2025-10492,9.8,2026-02-10T19:15:49.760
CVE-2025-43801,7.5,2025-12-12T20:30:21.803
CVE-2025-58174,4.6,2025-09-17T14:18:55.093
CVE-2025-59050,7.8,2025-10-02T18:54:39.903
CVE-2025-59160,,2025-09-17T14:18:55.093
CVE-2025-59161,,2025-09-17T14:18:55.093
CVE-2025-59334,8.8,2025-10-08T19:16:13.530
CVE-2025-59336,,2025-09-17T14:18:55.093
CVE-2025-54237,5.5,2025-09-18T13:38:39.070
CVE-2025-54262,7.8,2025-09-18T13:38:25.510
CVE-2025-56562,7.5,2025-10-02T19:14:25.537
CVE-2025-57624,7.8,2025-09-17T16:15:36.030
CVE-2025-57625,8.8,2025-09-17T16:15:36.210
CVE-2025-10562,9.8,2025-09-18T16:50:28.720
CVE-2025-47967,4.7,2025-10-01T20:31:29.220
CVE-2025-49728,4.0,2025-10-01T20:31:12.207
CVE-2025-56557,9.1,2025-10-02T19:13:02.203
CVE-2025-10563,9.8,2025-09-22T16:33:35.290
CVE-2025-34183,7.5,2025-09-25T14:56:22.493
CVE-2025-34184,9.8,2025-09-25T14:56:30.853
CVE-2025-34185,7.5,2025-09-25T14:56:39.847
CVE-2025-34186,9.8,2025-09-25T14:56:49.430
CVE-2025-34187,8.8,2025-09-25T14:51:36.743
CVE-2025-56263,8.8,2025-10-17T14:30:16.710
CVE-2025-56264,7.5,2025-09-23T16:44:37.977
CVE-2025-57631,9.8,2025-09-23T16:43:11.133
CVE-2025-10564,9.8,2025-09-18T16:52:13.770
CVE-2025-10565,9.8,2025-09-18T16:51:11.273
CVE-2025-54391,9.1,2025-09-17T14:18:55.093
CVE-2025-10566,6.1,2025-09-18T16:50:58.140
CVE-2025-43805,5.3,2025-12-16T15:05:33.527
CVE-2025-9708,6.8,2025-11-04T22:16:45.957
CVE-2025-37123,8.8,2025-09-17T14:18:55.093
CVE-2025-37124,8.6,2025-09-17T14:18:55.093
CVE-2025-37125,7.5,2025-09-17T14:18:55.093
CVE-2025-37126,7.2,2025-09-17T14:18:55.093
CVE-2025-37127,7.2,2025-09-17T14:18:55.093
CVE-2025-37128,6.8,2025-09-17T14:18:55.093
CVE-2025-37129,6.7,2025-09-17T14:18:55.093
CVE-2025-37130,6.5,2025-09-17T14:18:55.093
CVE-2025-37131,4.9,2025-09-17T14:18:55.093
CVE-2025-43804,6.1,2025-11-07T19:15:48.340
CVE-2025-10050,6.6,2025-09-17T14:18:55.093
CVE-2025-10143,7.5,2025-09-17T14:18:55.093
CVE-2025-10166,6.4,2025-09-17T14:18:55.093
CVE-2025-8153,,2025-09-17T14:18:55.093
CVE-2025-8394,6.4,2025-09-17T14:18:55.093
CVE-2025-9629,4.3,2025-09-17T14:18:55.093
CVE-2025-9851,6.4,2025-09-19T13:15:44.150
CVE-2025-9891,4.3,2025-09-17T14:18:55.093
CVE-2025-10125,6.4,2025-09-17T14:18:55.093
CVE-2025-10188,5.4,2025-09-17T14:18:55.093
CVE-2025-10584,5.4,2025-10-20T05:15:34.917
CVE-2025-10589,8.8,2025-09-17T14:18:55.093
CVE-2025-55075,4.9,2025-09-17T14:18:55.093
CVE-2025-58116,7.2,2025-09-17T14:18:55.093
CVE-2025-59307,6.7,2025-09-17T14:18:55.093
CVE-2025-59518,8.0,2025-09-17T14:18:55.093
CVE-2025-9818,6.7,2025-09-17T14:18:55.093
CVE-2025-10042,7.5,2025-12-19T12:38:54.293
CVE-2025-10057,8.8,2025-09-17T14:18:55.093
CVE-2025-10058,8.1,2025-09-17T14:18:55.093
CVE-2025-9203,6.4,2025-09-17T14:18:55.093
CVE-2025-9215,6.5,2025-09-17T14:18:55.093
CVE-2025-9216,8.8,2025-09-17T14:18:55.093
CVE-2025-9447,7.8,2025-09-17T14:18:55.093
CVE-2025-9449,7.8,2025-09-17T14:18:55.093
CVE-2025-9450,7.8,2025-09-17T14:18:55.093
CVE-2025-9565,6.4,2025-09-17T14:18:55.093
CVE-2025-9971,9.8,2025-09-17T14:18:55.093
CVE-2025-9972,9.8,2025-09-23T05:15:36.150
CVE-2025-9242,9.8,2025-11-14T02:00:02.350
CVE-2025-0419,4.7,2025-09-17T14:18:55.093
CVE-2025-59455,4.2,2025-09-22T17:07:40.623
CVE-2025-59456,5.5,2025-09-22T17:07:38.200
CVE-2025-59457,7.7,2025-09-22T17:07:35.593
CVE-2025-59458,9.8,2026-01-20T17:31:03.947
CVE-2025-0420,4.7,2025-09-17T14:18:55.093
CVE-2025-10155,7.8,2025-10-02T19:07:57.567
CVE-2025-10156,9.8,2025-10-02T19:04:56.000
CVE-2025-10590,6.1,2025-09-18T20:23:31.590
CVE-2025-10591,5.4,2025-09-18T20:23:23.527
CVE-2025-0546,4.7,2025-09-17T14:18:55.093
CVE-2025-10157,7.8,2025-11-13T17:02:36.447
CVE-2025-10439,9.8,2025-09-17T14:18:55.093
CVE-2025-8411,7.1,2025-09-17T14:18:55.093
CVE-2025-8999,5.3,2025-09-17T14:18:55.093
CVE-2025-0879,4.7,2025-09-17T14:18:55.093
CVE-2025-10592,8.8,2025-09-22T16:16:56.773
CVE-2025-53884,5.3,2025-09-17T14:18:55.093
CVE-2025-54467,5.3,2025-09-17T14:18:55.093
CVE-2025-8077,9.8,2025-09-17T14:18:55.093
CVE-2025-8463,5.3,2025-09-30T14:15:40.773
CVE-2025-10593,8.8,2025-09-18T20:23:11.810
CVE-2025-10594,8.8,2025-09-18T20:23:03.920
CVE-2025-50709,4.3,2025-09-17T15:15:43.073
CVE-2025-55904,4.0,2025-09-23T15:45:10.240
CVE-2025-59474,5.3,2025-11-04T22:16:35.030
CVE-2025-59475,4.3,2025-11-04T22:16:35.177
CVE-2025-59476,5.3,2025-11-04T22:16:35.350
CVE-2022-50353,5.5,2026-01-14T19:16:06.540
CVE-2022-50354,5.5,2026-01-14T19:16:06.710
CVE-2022-50355,5.5,2026-01-14T19:16:06.883
CVE-2022-50356,5.5,2026-01-14T19:16:07.247
CVE-2022-50357,5.5,2026-01-14T19:16:07.640
CVE-2022-50358,4.2,2026-01-14T19:16:07.827
CVE-2022-50359,5.5,2026-01-14T19:16:08.113
CVE-2022-50360,5.5,2026-01-14T19:16:08.327
CVE-2022-50361,5.5,2026-01-14T19:16:08.513
CVE-2022-50362,5.5,2026-01-14T19:16:08.710
CVE-2022-50363,5.5,2026-01-14T19:16:08.880
CVE-2022-50364,5.5,2026-01-14T19:16:09.063
CVE-2022-50365,5.5,2026-01-14T19:16:09.230
CVE-2022-50366,7.1,2026-01-14T19:16:09.397
CVE-2022-50367,7.8,2026-01-14T19:16:09.570
CVE-2022-50368,7.8,2026-01-14T19:16:09.737
CVE-2022-50369,5.5,2026-01-14T19:16:09.897
CVE-2022-50370,5.5,2026-01-14T19:16:10.063
CVE-2022-50371,5.5,2026-01-14T19:16:10.223
CVE-2022-50372,5.5,2026-01-14T19:16:10.380
CVE-2022-50373,4.7,2026-01-14T19:16:10.563
CVE-2022-50374,5.5,2026-01-14T19:16:10.780
CVE-2023-53335,5.5,2026-01-14T19:16:28.587
CVE-2023-53336,5.5,2026-01-14T19:16:28.773
CVE-2023-53337,5.5,2026-01-14T19:16:28.940
CVE-2023-53338,7.8,2026-01-14T19:16:29.100
CVE-2023-53339,5.5,2026-01-05T11:16:15.193
CVE-2023-53340,7.8,2026-01-14T19:16:29.270
CVE-2023-53341,5.5,2026-01-14T19:16:29.430
CVE-2023-53342,5.5,2026-01-14T19:16:29.587
CVE-2023-53343,5.5,2026-01-14T19:16:29.743
CVE-2023-53344,5.5,2026-01-14T19:16:29.910
CVE-2023-53345,4.7,2026-01-14T19:16:30.080
CVE-2023-53346,5.5,2026-01-14T19:16:30.303
CVE-2023-53347,5.5,2026-01-14T19:16:30.497
CVE-2023-53348,5.5,2026-01-14T19:16:30.693
CVE-2023-53349,5.5,2026-01-14T19:16:30.857
CVE-2023-53350,5.5,2026-01-14T19:16:31.020
CVE-2023-53351,5.5,2026-01-14T19:16:31.177
CVE-2023-53352,5.5,2026-01-14T19:16:31.347
CVE-2023-53353,5.5,2026-01-14T19:16:31.510
CVE-2023-53354,5.5,2026-01-14T19:16:31.673
CVE-2023-53355,5.5,2026-01-14T19:16:31.880
CVE-2023-53356,5.5,2026-01-14T19:16:32.040
CVE-2023-53357,7.1,2026-01-14T19:16:32.200
CVE-2023-53358,7.0,2026-01-14T19:16:32.383
CVE-2023-53359,5.5,2026-01-14T19:16:32.550
CVE-2023-53360,5.5,2026-01-14T19:16:32.703
CVE-2023-53361,5.5,2026-01-14T19:16:32.867
CVE-2023-53362,5.5,2026-01-14T19:16:33.013
CVE-2023-53363,7.8,2026-01-14T19:16:33.167
CVE-2023-53364,5.5,2026-01-14T19:16:33.333
CVE-2023-53365,5.5,2026-01-14T19:16:33.520
CVE-2023-53366,5.5,2026-01-14T19:16:33.707
CVE-2023-53367,5.5,2026-01-14T19:16:33.863
CVE-2023-53368,4.7,2026-01-14T19:16:34.020
CVE-2024-48842,7.0,2025-09-18T13:43:34.310
CVE-2025-10205,8.8,2025-09-18T13:43:34.310
CVE-2025-10595,8.8,2025-09-22T15:12:09.223
CVE-2025-10596,9.8,2025-09-22T15:09:35.777
CVE-2025-40933,7.5,2025-09-18T13:43:34.310
CVE-2025-54390,6.3,2025-09-18T13:43:34.310
CVE-2025-57055,6.5,2025-09-23T15:44:52.297
CVE-2025-9862,6.5,2026-02-24T18:36:18.247
CVE-2025-10597,9.8,2025-10-08T19:07:43.543
CVE-2025-10598,9.8,2025-09-22T15:03:33.053
CVE-2025-10599,9.8,2025-09-22T15:02:33.920
CVE-2025-10600,9.8,2025-09-22T14:59:32.940
CVE-2025-10601,9.8,2025-09-22T14:57:03.260
CVE-2025-10602,8.8,2025-09-22T16:36:24.693
CVE-2025-10603,9.8,2025-09-20T02:38:17.343
CVE-2025-35430,6.5,2025-10-08T19:01:53.113
CVE-2025-35431,5.4,2025-09-26T14:36:09.630
CVE-2025-35432,7.5,2025-09-23T15:44:35.963
CVE-2025-35433,8.8,2025-09-23T15:43:59.143
CVE-2025-35434,9.8,2025-09-23T15:44:11.473
CVE-2025-35435,4.3,2025-09-26T14:39:46.340
CVE-2025-35436,7.5,2025-12-19T12:34:10.813
CVE-2025-59304,9.8,2025-10-08T18:28:20.703
CVE-2025-10604,9.8,2025-09-18T20:22:51.310
CVE-2025-10605,6.1,2025-09-18T20:22:40.757
CVE-2025-10606,6.1,2025-09-18T20:22:26.783
CVE-2025-10607,6.5,2025-09-18T20:22:13.693
CVE-2025-58431,6.2,2025-09-22T14:21:36.897
CVE-2025-58432,7.8,2025-09-22T14:24:42.423
CVE-2025-58766,9.0,2025-09-18T13:43:34.310
CVE-2025-58767,5.3,2025-09-30T13:07:07.207
CVE-2025-59339,4.4,2025-09-18T13:43:34.310
CVE-2025-59341,,2025-09-18T13:43:34.310
CVE-2025-59342,,2026-01-14T16:15:56.430
CVE-2025-10608,8.8,2025-09-18T20:21:44.237
CVE-2025-10613,8.8,2025-09-20T02:42:40.163
CVE-2025-56648,6.5,2026-01-26T17:16:11.320
CVE-2025-59345,9.1,2025-10-13T16:15:33.740
CVE-2025-59414,3.1,2025-12-03T18:47:40.983
CVE-2025-59416,,2025-09-18T13:43:34.310
CVE-2025-10614,6.1,2025-09-20T02:41:19.260
CVE-2025-10615,8.8,2025-09-20T02:41:09.607
CVE-2025-37122,6.1,2025-09-18T13:43:34.310
CVE-2025-59340,10.0,2025-09-26T13:11:40.227
CVE-2025-59346,5.3,2025-09-18T20:20:38.387
CVE-2025-59347,6.5,2025-09-18T20:19:08.377
CVE-2025-59348,7.5,2025-09-18T20:18:46.437
CVE-2025-59349,3.3,2025-09-18T20:17:51.190
CVE-2025-59350,5.3,2025-09-18T20:15:45.780
CVE-2025-59351,5.3,2025-09-18T20:09:21.403
CVE-2025-59352,9.8,2025-09-18T20:09:03.333
CVE-2025-59353,7.5,2025-09-18T20:08:55.557
CVE-2025-59354,5.3,2025-09-18T20:08:13.900
CVE-2025-59410,3.7,2025-09-18T16:54:11.567
CVE-2025-10616,8.8,2025-09-20T02:40:25.440
CVE-2025-10617,8.8,2025-09-20T02:40:02.433
CVE-2025-10618,8.8,2025-09-20T02:38:32.637
CVE-2025-10619,6.3,2025-09-18T14:15:46.077
CVE-2025-10643,9.1,2025-09-19T12:59:05.550
CVE-2025-10644,9.4,2025-09-19T12:58:57.850
CVE-2025-59415,5.4,2025-10-08T17:15:10.517
CVE-2025-7977,7.8,2025-09-22T20:47:13.527
CVE-2025-7978,7.8,2025-09-22T20:50:33.893
